"Data Source","World Development Indicators",

"Last Updated Date","2017-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Djibouti","DJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","921610913.655908","882187931.673425","882029429.16374","823631308.142504","815911061.382377","787449952.695877","755042458.82985","749410807.510215","750155561.22497","766501497.25071","769691783.441634","785453257.871485","806020840.68807","831813180.062946","863642312.596034","891016329.432381","933783907.546106","981407460.056192","1038328725.8753","1090583938.28285","1128611700.3618","1179032592.01788","1236125825.40744","1297930970.22735","1375809350.63202","1465243951.77097","",
"Dominica","DMA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","184943154.565796","206715583.209379","168588642.748878","192630537.548575","215908721.780224","224835299.686665","230887181.871994","243416029.25657","246542855.725556","263992511.379618","283841295.706247","308135321.253817","307386040.6023","323538864.359506","325505757.079587","332170021.76848","337753613.883227","342587966.692923","349353116.758139","358582268.100614","363928076.691087","382044733.529912","384655225.335166","386098878.531743","387925524.040151","381124567.935634","410422425.455826","423761746.261163","423387808.825322","435791748.537001","463338169.769905","496331284.969603","490525414.255223","493824407.407407","492683617.072124","487412935.009838","491169137.379794","511734207.878307","502716709.093779","507190550.044662",
"Denmark","DNK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","96517878770.3158","102674592566.052","108492979143.333","109184102458.095","119305401296.036","124740066332.02","128159079420.128","132544177007.189","137812738725.373","146525928470.943","150533732213.742","155057320537.155","161150055786.952","167745807088.277","165863008583.634","163447144641.563","173130692602.784","176368736192.174","180295248551.984","187270973448.967","186366469152.705","185125020558.936","191946231158.013","196929272813.752","205133644199.268","213346550321.608","223809604246.032","224378586700.924","224348003893.974","225795530820.624","229126567479.986","232319803701.053","236866329129.679","236891577726.115","249523699452.799","257078363997.635","264533812226.9","273159941857.105","279219071580.66","287450469632.784","298220951889.866","300675755568.694","302077941705.969","303256268808.649","311347732738.273","318622884652.143","331090534887.959","334100985495.393","332390304183.355","316081488955.962","321995350346.501","326299702617.764","327038668581.056","330091081644.537","335623191369.247","341013588901.286","345404355382.885",
"Dominican Republic","DOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4204530262.31909","4107269018.59802","4807445063.90073","5120068535.38104","5466434265.65378","4784123019.48175","5428225998.85555","5608852514.45156","5622249846.76091","6234594143.39497","7370953846.61204","8172284592.97052","9021725262.39513","10185145636.2263","10796448187.7784","11357135095.7147","12121257073.715","12725111913.0717","12997516433.9582","13586485791.8172","14669157317.1127","15296977810.6275","15556828892.8412","16276790587.538","16480721841.7392","16130912756.0896","16699042406.4138","18388545872.6107","18784996178.6408","19611637226.7936","18541957266.7285","18717019096.0926","20684773376.5338","22178756236.9864","22689589858.6295","23936071815.0044","25643041027.0827","27695580403.569","29637206134.2285","31627449468.869","33416489317.9716","34021070296.6871","35990280376.6727","35899095830.6497","36370076969.2712","39738946300.8362","43979550792.6513","47810351794.1464","49344827072.4557","49811705703.8391","53954579003.5277","55628205429.6772","57182407631.0407","59894034107.2754","64451350101.1139","68989328534.6785","73573876509.7028",
"Algeria","DZA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","27434399198.5661","23701828112.4837","19036113335.2005","25568113635.8175","27061141389.0302","28740798889.5036","27359811853.9881","29946124625.8101","33179179683.712","35977272901.7645","39165815236.0404","34727655043.5586","44251356563.9066","45938738803.5353","49381809470.8621","51873290453.4046","56223777003.7627","59180352662.8655","64633724928.158","69466922771.1721","70016133106.5164","72116614360.2801","76732080647.514","80875615322.4914","85404646973.9496","88564616567.7931","88918875921.9762","88296445990.496","87413476682.8251","91259671545.3277","91989749446.9795","90885871916.0363","92521819701.8253","90578860785.6483","89763654164.5903","93174668346.0474","96994828322.4354","98061771373.7004","103062925254.282","106360940460.508","110423586430.994","113745564598.73","120125920931.173","128777236288.584","134316749131.751","142251902308.528","144648118986.031","149526919452.577","153055956405.236","155554202821.621","161207268655.392","165869166838.539","171466867482.163","176212451150.234","182889354514.369","189772334940.908","196793911332.903",
"East Asia & Pacific (excluding high income)","EAP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","257564927293.066","228609683444.493","228296999698.139","241463699059.687","265281870888.01","291463130950.928","313548739107.108","310598540874.833","318914556963.637","353130952430.428","398060277277.785","424140167989.83","445805604379.611","482936543981.523","503721344684.017","536353942610.589","554741225080.854","597889876125.051","652467281475.026","699139146950.616","752608832460.239","796478368625.135","844586681777.848","906730514574.302","992502047583.147","1064109586907.8","1137833030502.94","1238116201655.55","1356304756844.03","1436874137840.85","1514732592187.18","1634957979271.5","1810875378253.19","2007913458992.59","2224176757937.21","2440854056599.06","2659124102075.69","2846539983721.79","2896697899335.96","3073871546194.05","3304874111215.99","3526867342910.17","3804305137050.73","4136461512775.61","4505644097129.33","4943073155241.04","5475117548900.59","6147869791551.25","6663485504112.96","7174199263810.67","7874829344710.68","8542108469058.64","9183970397770.72","9845931220340.84","10511622498440.6","11193638867842.5","11903874194347.3",
"Early-demographic dividend","EAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1082486831673.78","1127969118485.82","1175188135086.31","1237314569977.22","1338887717341.39","1409983954673.06","1465323002313.04","1543186890221.3","1650489285020.44","1750323383360.77","1902882080849.81","2012147583841.04","2150898680282.22","2309612527393.4","2458112214827.1","2519621491964.32","2708524928110.33","2819653087934.52","2855584242544.18","2955831809831.28","3043204903193.54","3152952575756.31","3133682604097.05","3135438961542.42","3206065611438.51","3231993684229.89","3333368495207.99","3430970781406.26","3553554861301.92","3617985801448.68","3828997311241.33","4025696056651.36","4201540796659.58","4344553212319.11","4472707361945.39","4601154340656.59","4852305883128.34","5087107229321.62","5178654422676.09","5258318757132.43","5497625160773.13","5553281143086.84","5643272849485.95","5912440292003.71","6315143324407.44","6728037361373.82","7162710004638.41","7622477763812.9","7904115038010.88","7970677979439.35","8490184886018.92","8946490270957.9","9301323723132.6","9707073171164.34","10141270580527.5","10608565036781.1","11036291312666.8",
"East Asia & Pacific","EAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1330056494808.17","1408420970539","1496630762333.51","1613990326484.61","1785417205191.83","1903245622668.47","2074442130825.24","2251932813523.53","2486650957087.82","2775810440820.34","2834432903298.62","2980076718744.7","3203354374727.55","3450564428740.91","3467535629665.79","3589682790541.68","3743119884902.62","3939042853290.12","4161257166289.19","4403694823178.31","4562103685100.08","4769971695882.09","4959441556399.47","5147654647646.24","5444019032423.37","5781834794619.57","6027500830997.9","6358799404232.76","6846154355185.56","7217374511790.37","7615591334450.12","7950343828308.03","8221690816977.13","8515493703094","8878771727336.15","9333167281070.68","9808606696438.88","10148128460640.2","10137264744943.1","10440721100691.6","10950723055362.5","11243554505436.3","11647539077470.6","12144037297176","12770059653367.9","13414388419015.2","14158357491613.4","15078147849062.5","15606976625010.7","15817321831952.2","16934259897815.9","17715142733036.7","18541095747054.7","19422573766100.2","20221395879914.1","21051178699991.3","21917563986514.7",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2521113737081.94","2485663298981.04","2355593279005.33","2109917209975.14","1994154692637.09","1785644719461.34","1763826143930.04","1767270983816.13","1816508605162.71","1786730175956.56","1823125607083.01","1967281254029.07","2019400120698.23","2129911305875.43","2274703938056.26","2460758032785.69","2634647309766.06","2846898044987.81","3064643762293.72","3197381783006.43","3002409556609.59","3156252483058.18","3341827485531.87","3456711847120.48","3584910907673.25","3662916612041.24","3684814388306.52","3737225684876.17",
"Europe & Central Asia","ECS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","8446472625912.1","8761141258207.96","9180501384138","9732301626240.21","9960408786735.53","9913369349290.4","10386397168236.8","10684093221647","11025902852165.1","11437187540328.4","11602444622530.8","11661931695887.2","11772834529320.6","11998516132478.7","12318082343222.6","12658643432413.4","13009666248477.2","13406381256234.9","13967972987290.7","14465007751846.2","14800600445656.3","14865462046238.2","14775140581813.9","14650852475073","14808757991921.9","15128703234702","15399145164756.6","15841172268675.6","16234063682492.2","16707311389555","17428225184422","17817229259686.4","18125547183190.1","18467836113599.3","19071935408096.1","19593798333996","20366576969227.8","21121687306772","21330196339670.4","20372007547690.4","20905471026131.4","21386780993996.7","21438848969864.2","21615069603986.1","21995739636947.3","22406355491795.7","22795578455846.1",
"Ecuador","ECU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","10202243247.2743","10359671884.8964","10831957305.1699","11251766964.446","12130742580.3667","12703067759.1904","12659937587.1629","13244962663.9128","13497867066.9789","14128114602.6041","15098988653.7367","16049108549.3378","16854395152.4747","19205698245.4985","21358370782.4021","23701844116.8743","25455113995.4351","25863628384.4358","27339620380.6521","28360495038.3763","29412295887.7496","31063168090.3808","31254158536.0804","31148873036.3377","31966616073.5339","33224502867.2422","34375659633.5608","34286592743.4633","36306233273.873","36671393361.237","38020869118.8889","39652474795.4838","40490851303.0372","41289824101.1892","43048048229.3022","44017726512.0244","44780002396.8268","46718020342.0217","48244078213.3422","45957605225.5697","46459371078.3637","48325007474.5456","50304775101.152","51674512421.7873","55917517445.674","58876285668.9747","61468918471.6664","62815127109.2433","66808366776.0763","67186830556.6821","69555367000","75028081292.3641","79261137178.2611","83181798259.0618","86503004995.8985","86639458057.6387","85368024968.8585",
"Egypt, Arab Rep.","EGY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","17038278408.6099","17788028365.1548","19007686513.0155","20728937458.9471","22416744290.8183","23569156837.4072","23818207483.1493","23967296975.0627","24619546311.3682","26296754952.9519","27768982733.97","28724497087.8388","29307287698.3267","29513973077.345","30247543950.9857","32951416416.3002","37771312183.5335","42619992153.9048","45083309016.9239","47805821098.7321","52591819148.2619","54567220520.8854","59973288441.0856","64411992915.9174","68335660987.6263","72847205717.1573","74775169522.9359","76659063543.5379","80722556274.1682","84736384579.7923","89567840760.6468","90534132004.9763","94546599458.8784","97289194505.7786","101154661853.797","105850733344.84","111131341206.463","117233700753.719","121965690626.027","129412261131.643","136359108297.002","141179746359.354","144526355905.341","149140048724.194","155239787829.625","162192916084.429","173309468988.768","185597580010.744","198881943532.621","208177377018.708","218888324504.753","222783648066.582","227719662137.556","232696398050.994","239481619965.763","249951802078.734","260693936973.86",
"Euro area","EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2868270944803.58","3059846458616.44","3255348905448.29","3443099730319.12","3632046630574.61","3812339329501.25","4013047453082.9","4224211372608.9","4458322303724.82","4768333603358.45","5035876850549.62","5227567476866.14","5484931551000.53","5823380610843.74","6010741994651.68","5965120999798.95","6264574593691.41","6457425112729.63","6659625895818.52","6915803612692.9","7065060466671.3","7101544448186.72","7152741407335.07","7251816530171.84","7423583672526.22","7594938674713.6","7785629167521.12","7983909978937.28","8328262834564.04","8670117872514.86","8980328332433.21","9218888710955.45","9349151981892.81","9287501846848.64","9516997732022.3","9752254710453.82","9921383578397.08","10191341923155.6","10493307473204.5","10807182864768.1","11224754875988.1","11467888932407.7","11583917235821.4","11667827002100.6","11939137595773.1","12141677381129.1","12535008258985.2","12914126929892.7","12970033362341.6","12384099772848.5","12642935603562.1","12838751515360.6","12721547550304.5","12688014309076.8","12844653577561.2","13101379886128","13330787912942.5",
"Eritrea","ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179433456.90305","1338123427.62891","1622092104.73348","1668457645.41958","1822937442.10576","1967107820.49516","2001976435.22553","2002246306.47439","1939336012.36364","2109133320.04651","2172521829.09089","2114830167.75909","2145531908.7939","2200767544.94132","2179437333.32658","2210534025.98508","1994276818.23643","2071584990.21171","2117039512.19512","2300794306.42964","","","","","",
"Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224147503586.387","250683596251.831","275635232839.177","302086564855.48","318122861101.327","338015512750.505","362508320659.898","378242408566.594","403195136428.611","439107789948.403","457949610667.227","479241856456.875","518298849848.173","558666375675.178","590056642489.808","593255949224.637","612855889017.625","630252258684.602","639472870492.75","639738549111.581","653868634442.108","653002463628.997","661141889478.814","672844866204.522","684853044626.357","700751468777.615","723549168510.109","763685328112.442","802589934815.111","841331194157.235","873145236800.253","895375519587.742","903695487006.165","894373942399.514","915688620363.504","940938679382.847","966105392900.926","1001750952717.03","1044886132833.35","1091748243369.62","1149491825238.62","1195483788907.12","1229910878223.45","1269115166553.55","1309304826679.13","1358051593216.67","1414738284369.57","1468058288554.62","1484441419078.7","1431390273058.27","1431587612302.26","1417270583929.96","1375747228376.92","1352278427011.78","1370926323356.09","1414860131419.54","1460641511599.49",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10507168850.136","11066554220.3539","12372254758.3177","12881652376.2825","12771327686.6327","14121011168.8073","15014689085.8925","15927040858.0414","17108216227.3352","18185135022.5104","19889757107.0738","21932809902.7181","23632206205.7045","22351469214.5471","19060348608.4809","19490936349.1753","20971721297.2151","21875027647.655","22184606169.2834","22810856962.3705","23140294963.8358","23503665514.5254",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603582.40039","8302969571.40327","8986719590.41069","8730775888.58718","7757787405.8765","8507314752.68831","9686371612.14657","9735159432.65082","9700011206.06828","9964477334.54831","9253264786.76097","8450777236.91964","9561448857.46772","9866455688.41206","10471023886.7174","11772171511.4072","12141100402.7987","11721244256.7242","12326311977.6713","13074915712.856","14160304517.4679","14374794288.2309","14064103274.4481","15972968198.9981","17860775923.3616","19795942247.5789","22063798449.7811","24444156129.287","26595865977.4424","29933790334.3418","33279878092.46","36157859262.3837","39984181570.2945","44085556181.8801","48667131306.0419","52347226230.2332",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4121325014415.17","4351800231737.93","4570760323821.06","4806055302068.77","5073642483993.51","5296540368055.83","5524228197022.04","5770412226177.3","6062649143727.05","6413506888259.58","6773229652146.52","7019762957261.49","7350730445184.73","7799520030846.09","7972988262937.66","7910884534494.31","8274694106114.58","8507532917806.79","8781861451882.62","9118264854461.91","9252267344058.16","9281920448255.5","9373460746638.91","9545423602004.58","9779650398560.16","10035303470941.7","10303311211484.4","10606732685308.7","11074395654254.3","11486926523203.6","11828259642154.2","11996778719326.5","12123714371249.4","12105377036055.5","12448775089183.8","12783232685533.3","13038489628061.7","13400019864243","13799002433867.7","14217492706317.1","14769296535098.6","15099543614974","15301358784430.8","15505510024323.4","15907739602585.6","16239325491873.7","16784606752440","17302648551783.5","17381923345175.4","16620001891885.2","16977855795546.3","17260691205020.6","17179251483726.4","17217449519249.7","17504914229647.2","17890529721962.2","18225787886759.3",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266744909512.144","258753119155.371","297917732072.661","242135420393.741","254996385279.989","271289557332.372","280944339100.083","291011630800.614","310685449034.778","334256406001.649","373910585346.059","399828867653.922","407762082201.722","419152519466.868","417124502419.9","397621729274.711","453200582299.937","482952218554.517","514987848527.265","543045777368.841","573764324062.491","600197262128.699","637800543108.157","604346393358.537","642600406548.579","678770914563.125","702117434013.182","721877356126.126","762375742923.747",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","54020839834.6355","58128946694.1798","59862320225.3108","61828857088.9561","65067877138.9059","68518334138.5461","70144152940.6732","71665459589.2979","73316122941.6881","80349549608.1422","84635320495.2761","86630107555.3454","93331366979.2586","99849469096.2651","103081130725.907","104941639688.052","105303040819.575","105555252558.093","108637157806.075","116374216221.742","122645677924.149","124233662847.219","128069196072.583","132066309081.611","136311089463.963","141131994484.793","144979447530.263","150139405211.898","157961456050.64","165998063651.298","167119851165.76","157235671448.603","152008168119.698","150891678303.061","156835695262.809","163433977903.956","169413754324.023","180005176700.83","189776780339.204","198210715276.744","209379586716.485","214783238498.075","218392295141.416","222747002753.638","231492177438.401","237927555871.426","247575988035.367","260412309865.555","262289019320.092","240600244424.183","247799815768.477","254170297403.145","250545347666.329","248646122996.035","247075355590.897","247738892243.489","251175773707.515",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947698.513009","722498581.153345","748552617.958704","796151372.036738","834981909.492961","812435168.867151","812435168.867151","920910117.869457","993811403.151531","1019614826.89682","1149133552.97642","1228297210.20435","1320238654.74461","1473556233.66782","1511885640.31216","1519901827.13724","1561488822.32949","1653679307.34358","1684493991.55362","1890420346.01229","1860108269.89211","1977852947.56114","1859607282.04261","1785964546.18026","1935860987.58766","1846550527.46395","1989656493.87706","1858040318.99996","1875798629.86436","2015332395.17535","2132221728.89777","2074651682.07802","2201205463.61083","2248091836.12678","2362744523.3433","2421813101.87764","2538060153.26052","2482222810.54121","2514491755.78077","2735766980.72918","2689258981.99094","2743044147.33452","2830821574.15485","2859129746.53114","3010663631.43676","3031738288.38912","3087900727.57084","3061633390.88777","3093253763.44286","3050380106.78989","3140508835.9485","3225464089.99005","3286214954.55722","3486033050.52054","3675898772.43104","3880405939.29852","3956652115.49133",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","608176285777.397","641664128970.242","684477080169.692","721077259044.246","768079514212.744","804778623588.979","846739845823.177","886436354593.11","924189897794.352","988795674791.154","1045425173587.05","1101310587943.9","1151327477535.01","1223981429932.72","1276506779444.01","1263994941605.61","1318526794168.15","1364034018485.65","1418306283854.76","1468785397581.11","1492112485529.43","1508193647277.48","1546027156295.34","1565449840946.57","1589314645224.14","1615113109207.86","1653088331642.54","1695693741976.35","1775967108271","1853279061481.41","1907283793110.36","1927102480674.01","1957929784318.2","1945934472017.74","1991574138780.87","2033100143182.82","2061319655072.61","2109499567942.87","2184517617995.02","2258946299164.14","2346484133601.43","2392344979248.76","2419102326538.82","2438927636224.75","2506886503924.98","2547190064553.79","2607684476018.47","2669264915537.28","2674477850197.17","2595812335192.44","2646837111794.78","2701870921226.24","2706807051174.77","2722404797996.28","2748201937555.55","2777537939261.97","2810525379194.34",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2301178416.00619","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","203119276.665203","205556220.596399","210795650.048471","218228329.038619","226392091.208127","243207004.33338","252954780.058165","273546956.276773","272084789.918055","291359310.553065","282293513.587426","265170327.054876","273008026.126389","276785776.608529","289416091.462329","294472750.119561","296239290.775286","301648209.677772","291901165.036167","298207854.082906","297720587.143863","291588505.129794","284124876.95172","286858031.417753","294117200","300148270.688121","301841581.178713","291091490.415027","281185922.570697","291794183.197587","297307159.605936",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2185116065.60131","2507788728.45896","2694599217.24474","2858765930.71952","2988967099.55027","3238047760.73506","3384019101.66093","3523276660.31173","3611668656.19117","3903596598.83735","4242403104.80399","4677619823.51501","5207920211.5722","5738213230.02661","8004066949.73228","9540056594.85938","12938733999.2861","11310770691.4855","8590620139.78418","8631374495.28825","8851728061.99458","9302752753.63112","9014598089.52999","9520158446.65818","10235017844.0222","9996240063.52899","9915910504.90297","8215724303.74084","9271063112.44527","10063304194.7561","10585814826.4062","11232873126.3755","10885760985.9173","11315373531.2553","11735485609.8244","12319190798.347","12765767503.6889","13498314143.8215","13967763046.8196","12720075459.928","12480560713.2671","12747049816.8665","12715305434.8118","13001060309.9028","13090708218.7965","13601338189.7726","13106978860.3736","13848696552.9606","13390522031.7449","13407974049.0581","14358584300.3006","15376859682.3653","16184310411.783","17096848843.9712","17834556863.8851","18526405265.5961","18945471300.2525",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","726738602151.513","745441728526.992","755341143831.7","785224261113.276","824786077244.527","847789169822.194","865163008041.363","885156623220.11","920427795497.958","939319075758.067","995280519872.708","1029909665184.2","1074138824838.89","1144130511085.92","1115839892997.43","1099232366082.77","1131349522389.74","1159217084177.26","1207849543967.45","1252968732489.65","1227393580233.09","1217833090328.02","1242380610592.67","1294816186809.38","1324267648495.78","1379718782630.69","1423224793743.62","1499502308220.35","1586284504199.4","1627256568406.81","1638922093507.07","1620582816641.35","1626414847168.74","1667189289803.58","1731960840359.97","1775370236677.59","1820619708869.34","1877553736280.41","1937462333589.62","2001075968330.03","2076015511800.81","2132609922996.52","2183733877781.2","2259427310886.05","2316542857378.05","2385392730300.73","2445099314518.98","2507591630099.59","2491863884970.16","2384022554466.03","2429680444512.61","2466345823534.34","2498729402898.82","2546482081058.3","2624671400676.04","2682262702616.83","2730704860289.31",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7001399096.99261","7528998718.38555","7999561103.916","8356048330.34864","8755312830.67395","9810513310.73095","10052924828.1675","10338113619.4967","11008308873.8254","11977953018.9277","12862039179.3804","13646310280.1797","14587434913.7661","15671154080.4916","16826172369.6934","17596182821.15","18523048317.614","18893794268.7453","19706583918.7386","20776045048.1382","21802725604.2556","20020292634.0074","20276961363.9225","21403459729.1846","19863437589.0002","16925987566.8214","13354604094.5398","7358386868.32664","5202379407.71445","4661332299.04745","4782526716.11388","5318169836.99483","5877590284.1751","6060083786.18071","6233963131.76733","6348564680.98529","6653641918.03962","7017851503.36986","7793892689.16722","8250406686.08771","9042416092.8345","9890890978.71625","11111822549.2512","11368955393.3071","10953976999.9828","11638536834.4274","12479016474.3945","13271494256.9938","13721005574.3792","14355373169.1671","14768853639.6005","15174112855.9298",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7006635822.73907","7246940590.64389","7544728873.6092","7877147681.27857","8051179671.60213","8161400230.29117","7813864110.02662","8054168877.93144","8083877511.74412","8569409338.94621","9402653506.8744","9893107625.46892","9647001199.36843","9925277071.22695","10605408353.1228","9286983330.41176","8959135841.71556","9162876198.8511","9939515684.52064","9689542687.79284","9735247867.50358","9394215617.27393","8743792969.19078","8344749210.01773","9066367194.07528","9527991912.16001","10023367521.1449","10503977857.9566","11095159458.876","11659445144.8497","12047566839.9157","12683898392.5916","13175959988.8964","13814994122.6508","14270888872.2276","14857767623.377","15541590590.4421","16193771304.6299","16954941837.7833","17700958746.2464","18355894240.1495","19090130009.7555","19949185802.7894","20986543461.3304","22161789893.0289","23469336372.7469","24971353345.8208","26056812915.8501","28440958947.8913","29819138460.1109","32174772955.9748","36694042412.3186","40103840658.742","43036444041.2994","44751818870.199","46504253396.1652","48167546935.1538",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2093182838.01598","2162256591.5945","2298654260.68375","2390680332.62773","2494054850.45135","2559235053.66731","2642946283.56569","2776260314.27409","2886480600.18645","3019480193.28732","3154196569.28423","3317634527.8206","3438533152.39032","3569610174.88817","3658959679.37405","3792817101.68064","3988701292.7338","4038504267.32873","4133010004.86076","4256887579.70004","4363170508.0501","4439861186.002","4659054145.11409","4645999834.78399","4735956493.06479","4921073734.73988","5115166393.89302","5232815181.98995","5253746369.51543","5258999828.38809","5532467776.95961",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","172511783.225106","172511783.225106","189031759.079121","193635670.825667","205551712.920038","205416301.549712","205912802.569875","224960414.777983","238185373.283037","267704708.609747","287384286.039778","297269087.137348","316045929.43624","311848260.60591","331401394.801694","342410197.885098","339792188.95895","376772546.824955","390092425.808086","386923842.888132","402753171.003884","412638073.361705","431111165.728129","456528281.016936","472775571.822219","487464894.429975","503934816.90202","519113842.885312","519915075.622107","524499937.233744","536162432.466683","562434386.788253","582119581.960865","619375231.226392","653440870.022485","691340442.024706","668871875.534639","714823372.065284","765218419.327008","758012541.800052","766533358.521271","794366380.48455","839920448.143372","894092762.494649","952429030.415536","911201531.483016","964618263.859891","1010735774.36954","1019604582.94736","1067687902.72166","1085044548.39988",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","346876237.229475","333310020.471157","354558070.620534","358493285.083069","374837858.092633","404246078.311614","424229802.515242","393812228.836785","445504192.832095","454388189.578318","381901225.24441","451283237.85596","470237504.506474","454257482.503282","495636809.517072","516287481.980438","512188946.060428","527042425.534321","551286377.047502","584914846.165777","620594651.702351","652244979.080572","659419673.662544","673267486.807364","694812046.52288","725383776.625703","809528294.687306","862147633.841981","619884323.495249","626241469.122696","660227514.538072","674679279.596368","668032490.968011","671830323.658742","690382259.588904","719829998.431542","736456272.715701","760060047.084813","784438039.765465","810416099.127821","846332456.382994","925330348.567073","908693015.217384","916146773.289605","939426750.908891","984488983.730888","1039361919.36082",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164823625.289077","174332993.501108","178171240.858589","187087619.687114","188979789.706404","213367969.447198","208395308.72101","217641261.284172","223420207.377915","220673975.233021","216793281.889903","214577136.655075","289132649.495085","321033270.674926","374545778.598325","440039841.242576","733018355.315771","1832347705.69357","2267978887.20713","2850033339.01954","3369132140.08877","5504483893.3827","6575812458.086","7493483546.94777","10340911891.9249","12072880264.5669","13003085741.6938","14990232117.7878","17658359891.78","17895574579.7547","16298542027.9965","17361846462.6899","18805114508.9646","18027862926.5874","17902653392.1228","16268364191.0618","14692770799.3564",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","56488152206.7234","62786319861.6199","63749159946.9305","70210810027.4557","76009057613.0146","83148330609.7444","88219419688.5285","93055111746.9691","99256406058.3417","109082522436.44","117755967331.064","126989421156.068","139891738262.256","151212307425.025","141476895274.227","150484458575.03","160795500162.002","165524498469.44","177519832755.341","183346176059.017","184587669956.207","181719692103.639","179661448556.809","177723579962.172","181296855424.633","185846602550.214","186808656263.818","182588903662.859","190418063349.87","197653949750.543","197653949750.543","203781222157.05","205207690736.387","201924367679.307","205962855046.137","210287497825.875","216306196961.633","226005797602.23","234808508199.108","242023226588.581","251509982285.871","261901399087.378","272175455326.753","287946747179.798","302519710645.089","304332233457.662","321534411242.933","332060633925.509","330947657806.954","316714480468.733","299361576558.217","272022398082.022","252163419407.33","243989731226.599","244850647120.794","244314063836.67","244342775769.573",
