GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1868,,12905,3432,1782,75958,71912,40668,9286,2277.767322,4544,5333,93665,,,,4042,18490,,,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.95383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,,13390,3630,1910,78029,72386,41146,9552,2365.536336,5008,5836,94339,,,,4148,19073,,,5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443.407548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,8418.909,13716,3782,1999,72100.011,72148.928,41814,9952,2359.849027,5659,5581,100179.628,337710.325,9619,3218,4219,19556,1495,366198.325,5810,902,6407,98374,111493,269,2172,11820,6459,15954,8546,4943,50163,,,,,,,,,,,,,,,,,,,,,,,,,83646,2353.884589,6985,2508.982517,,6214,,748,941,22065,,,,,,,,,,267,,,,,,4620,626,27311,189740,134882,18929,25393,3159,5891,3511,1290,,2139,84,530,1865,,57.3,2372,389842.3,,,,,2725,5321,1018,13328,,6050,1136,,191,,402,,,,1335,9729,,,322,22468,425638.3,2700,,,,,,,,,,,,,,4573,,,,,693,,,,,,,,,,,,2126,,,,,,,,,,,2185,,,,,744,,,,,,45234,,1109683.625
1871,9028.635,13779.822,3792.75,2012.535,71666.544,71674.264,42272.29743,9942,2401.274157,5886,5964,105570.46,343990.5816,,,4061,21104,,,5525,965.427,6668.956,102862,116021.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7154,2515.33667,,,,771,,,,,,,,,,,,,,,,,,,,,,,19021,25709,,,,,,,,,,,,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,9098.988,14620.844,4002.81,2082.814,78313.038,76658.236,41647.40697,10146,2557.67516,6108,5684,105795.078,356714.8901,,,4179,24034,,,6119,1127.295,6599.124,107065,120910.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7327,2705.066561,,,,958,,,,,,,,,,,,,,,,,,,,,,,19158,26005,,,,,,,,,,,,2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,8887.929,14717.885,3979.47,2204.205,72822.456,79980.884,43274.15339,10472,2618.00675,6202,5844,108265.876,359268.8651,,,4353,26156,,,6764,1283.382,7262.528,112436,127745.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7504,2885.620194,,,,978,,,,,,,,,,,,,,,,,,,,,,,19660,26338,,,,,,,,,,,,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,9286.596,15203.09,4096.17,2255.317,82069.752,85914.184,43130.4212,10213,2716.842961,6389,6550,110062.82,377887.1932,,,4282,23968,,,6987,1410.564,7437.108,111735,127569.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7686,2765.825038,,,,896,,,,,,,,,,,,,,,,,,,,,,,20162,26644,,,,,,,,,,,,2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,9333.498,15170.743,4166.19,2300.04,84815.043,86388.848,44364.85894,10908,2796.849567,6338,7275,112758.236,386615.3065,,,4277,24670,,,7755,1497.279,7262.528,117573,134087.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7872,2995.25564,,,,775,,,,,,,,,,,,,,,,,,,,,,,20481,28698,,,,,,,,,,,,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,9544.557,15364.825,4247.88,2427.82,77879.571,85914.184,43430.59188,11074,2876.010762,6781,7109,113881.326,380530.7656,,,4177,25136,,,7730,1572.432,6773.704,118974,135050.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8062,2963.841929,,,,865,,,,,,,,,,,,,,,,,,,,,,,21028,28019,,,,,,,,,,,,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,9872.871,15558.907,4131.18,2370.319,82069.752,85439.52,43409.30652,11364,2897.914588,6708,6416,115004.416,385242.1861,,,4372,27701,,,8052,1792.11,7227.612,122827,139898.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8257,2869.043958,,,,900,,,,,,,,,,,,,,,,,,,,,,,21302,28910,,,,,,,,,,,,2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,10201.185,16011.765,4294.56,2325.596,81058.329,89474.164,44050.57321,11468,2796.388434,6546,6535,115453.652,390215.2126,,,4375,26982,,,8820,1994.445,6948.284,127964,145726.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8457,3043.332066,,,,982,,,,,,,,,,,,,,,,,,,,,,,21028,28825,,,,,,,,,,,,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,10130.832,16173.5,4434.6,2351.152,76001.214,87338.176,44561.07095,11074,2821.135914,6933,6517,115004.416,383340.0969,,,4384,25492,,,8944,1763.205,7611.688,143726,162044.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8662,3506.039898,,,,877,,,,,,,,,,,,,,,,,,,,,,,21439,30540,,,,,,,,,,,,2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,10271.538,16982.175,4539.63,2363.93,82792.197,86626.18,46689.66767,12313,2911.671728,6949,6955,120395.248,399789.2374,,,4367,27750,,,9415,1948.197,7960.848,160656,179980.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8871,3939.806216,,,,966,,,,,,,,,,,,,,,,,,,,,,,21758,31779,,,,,,,,,,,,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,10693.656,17208.604,4586.31,2300.04,85970.955,88762.168,43540.76461,12540,2939.109151,7152,7078,124662.99,407434.5968,,,4513,28462,,,10108,2029.131,9078.16,166377,187592.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9086,4078.275614,,,,931,,,,,,,,,,,,,,,,,,,,,,,23218,30777,,,,,,,,,,,,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,10764.009,17790.85,4749.69,2523.655,90016.647,90186.16,47354.29763,12875,2933.652409,7088,6870,128256.878,421408.839,,,4655,28831,,,9539,2023.35,9497.152,177002,198061.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9306,4418.222548,,,,1044,,,,,,,,,,,,,,,,,,,,,,,22443,31584,,,,,,,,,,,,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,11209.578,18049.626,4913.07,2619.49,90305.625,95170.132,47217.54267,13816,2922.662068,7612,6887,129155.35,429878.0757,,,4770,29480,,,10951,2006.007,9532.068,181322,203811.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9531,4445.537248,,,,1251,,,,,,,,,,,,,,,,,,,,,,,22214,31618,,,,,,,,,,,,2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,11514.441,18211.361,4936.41,2638.657,89294.202,97543.452,47556.10784,14065,2974.770117,7514,7666,129379.968,433294.369,,,4934,29561,,,11000,2214.123,10300.22,184591,208105.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9761,4484.892872,,,,1262,,,,,,,,,,,,,,,,,,,,,,146409,24495,31872,,,,,,,,,,,,2844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,11444.088,18437.79,4971.42,2702.547,87704.823,99916.772,48542.18883,14378,3002.207541,7812,8268,128706.114,435885.9504,,,5064,28774,,,11719,2202.561,9671.732,185992,209585.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9998,4351.132623,,,,1449,,,,,,,,,,,,,,,,,,,,,,151985,24815,33052,,,,,,,,,,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,11819.304,18664.219,5169.81,2836.716,89149.713,100628.768,50695.27448,14594,3018.73148,7826,8593,130727.676,443723.212,,,5343,28157,,,11867,2254.59,9776.48,191596,215494.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10240,4535.055513,,,,1531,,,,,,,,,,,,,,,,,,,,,,148134,24678,35395,,,,,,,,,,,,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,12640.089,19375.853,5356.53,2881.439,89727.669,104663.412,52090.1945,15178,3057.082389,7798,8554,135893.89,457216.1589,,,5457,27765,,,13131,2306.619,10090.724,200236,225764.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10487,4852.398868,,,,1383,,,,,,,,,,,,,,,,,,,,,,155899,24951,36982,,,,,,,,,,,,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,12616.638,19505.241,5391.54,2990.052,90594.603,108935.388,51920.07273,15707,3199.803107,8183,8757,141958.576,469758.9138,,,5523,28890,,,13205,2306.619,10823.96,199302,225637.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10741,4660.510483,,,,1726,,,,,,,,,,,,,,,,,,,,,,158358,25179,35310,,,,,,,,,,,,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,12499.383,20443.304,5461.56,3092.276,92906.427,112020.704,49686.02148,15707,3323.309942,8308,8766,149595.588,481809.5734,,,5425,28823,,,14345,2428.02,10893.792,211678,239344.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11001,4781.23268,,,,1594,,,,,,,,,,,,,,,,,,,,,,155063,25316,37016,,,,,,,,,,,,2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,13179.462,20896.162,5788.32,3264.779,95073.762,115580.684,52862.72525,15070,3413.845756,8456,9389,150269.442,493244.182,,5280,5671,28839,2253,535287.182,13850,2497.392,11696.86,214713.945,242758.197,434,3896,16936,9751,29345,12925,8169,81456,,,,,,,,,,,,,,,,,,,,,,,,,,7265.075892,11267,5128.039717,,11860,,1473,,,,,,,,,,,,,,,,,,,,,205379,163341,24815,40555.598,,,5229,,,,,,,,,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,13648.482,20928.509,5905.02,3232.834,97241.097,115343.352,52648.48265,14783,3446.816778,8802,8856,150269.442,495105.0354,,,5572,29495,,,14914,2514.735,11976.188,224026.839,253431.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11232,5546.532259,,,,1617,,,,,,,,,,,,,,,,,,,,,,148317,25362,38620.967,,,,,,,,,,,,3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,13953.345,21446.061,6045.06,3136.999,99697.41,120089.992,49688.46078,15006,3512.681967,8774,9627,146675.554,497652.5637,,,5548,31707,,,13081,2607.231,11906.356,245756.925,273351.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10865,5435.612281,,,,1668,,,,,,,,,,,,,,,,,,,,,,160224,26411,41200.475,,,,,,,,,,,,3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,14047.149,21769.531,6161.76,3258.39,101431.278,126023.292,51967.12752,15157,3605.984579,9030,10014,146675.554,509141.0661,,,5660,30597,,,12362,2670.822,11836.524,233857.116,260726.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9474,5705.634736,,,,1823,,,,,,,,,,,,,,,,,,,,,,164280,27187,41343.781,,,,,,,,,,,,3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,14867.934,22093.001,6290.13,3513.95,105187.992,129108.608,51234.63691,15524,3627.965261,9155,9783,156558.746,526944.9632,,,5587,30939,,,12784,2584.107,12395.18,227131.137,254894.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9695,5611.733037,,,,2046,,,,,,,,,,,,,,,,,,,,,,166799,27643,46287.838,,,,,,,,,,,,3739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,15266.601,22610.553,6640.23,3705.62,103020.657,135279.24,52027.20406,16015,3671.849768,9611,10861,161500.342,540209.2968,,,5827,30668,,,12066,2676.603,12255.516,254552.436,281550.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12519,6005.566686,,14337,,2034,,,,,,,,,,,,,,,,,,,,,,162696,28281,46932.715,,,,,,,,,,,,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,15501.111,23063.411,6885.3,3948.402,107933.283,140025.88,53456.16873,15405,3776.142721,10129,11142,168238.882,559504.5805,,,5908,28224,,,12982,2982.996,11941.272,249378.606,277284.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11616,6039.419194,,,1934,2155,,,,,,,,,,,,,,,,,,,,,,150699,28099,44353.207,,,,,,,,,,,,4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,15829.425,23483.922,7048.68,4140.072,106488.393,144060.524,51091.01036,16959,3976.42823,10580,11716,170485.062,565858.5166,,,6251,29659,,,12264,3017.682,13233.164,273178.224,301693.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11712,5905.618664,,,2114,2092,,,,,,,,,,,,,,,,,,,,,,178236,28509,45284.696,,,,,,,,,,,,4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,16720.563,23872.086,7165.38,4318.964,111689.997,150231.156,55645.74321,17310,4009.399253,10958,11927,178795.928,592644.2165,,,6469,31945,,,14172,3104.397,13756.904,278869.437,309902.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12300,6621.455506,,,2251,1944,,,,,,,,,,,,,,,,,,,,,,178599,28874,53883.056,,,,,,,,,,,,4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,17072.328,24357.291,7468.8,4216.74,118047.513,155689.792,56944.04937,17566,4132.906088,11344,12513,186208.322,615560.7415,,,6701,32457,,,14172,3208.455,15048.796,304221.204,336650.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12347,6662.812793,,,2376,2010,,,,,,,,,,,,,,,,,,,,,,164690,30608,49870.488,,,,,,,,,,,,4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,17213.034,25068.925,7725.54,4414.799,116747.112,162335.088,60113.61584,17604,4185.014137,11303,12649,184860.614,624219.742,,6704,7037,33164,2862,673986.742,15014,3468.6,15886.78,312499.332,346868.712,548,4892,20994,11990,38016,15565,10079,102084,,,,,,,,,,,,,,,,,,,,,,,,,154049,12931.83509,12201,6492.113012,3890.660907,18585,2502,2030,2087.450068,60720.05908,,,,,,,,,,,,,,,,9974,1217,71911.05908,218154,170466,31748,52020.078,,,,,,,,,,,,5048,500686,,,,,,,,,,,,,,,,,,,,,,,,,556845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66136,,1971880.513
1901,17283.387,25295.354,8052.3,4363.687,114868.755,158537.776,64016.02712,17958,4289.30709,11591,12511,184860.614,623627.2072,,,6914,35471,,,14568,3480.162,17143.756,347681.376,382873.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14036.12662,13425,6654.683192,4169,20167,2685,2077,2052.553486,65266.3633,,,,,,,,,,,,,,,,,,,,173957,31352,53883.056,,,,1766,,7332,,,,,,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,17963.466,25812.906,8239.02,4274.241,112990.398,162335.088,62231.10267,18796,4355.172279,11614,12801,189577.592,630989.986,,,6954,34440,,,14717,3746.088,18819.724,351303.057,388585.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13745.52359,13425,6945.350432,4245,18741,2832,2431,2233.381228,64598.25525,,,,,,,,,,,,,,,,,,,,188504,30904,51088.589,5119,,,1810,,,,,,,,4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,18127.623,26395.152,8729.16,4561.746,115446.711,171353.704,65196.22058,19197,4327.734855,12056,12554,187556.03,645501.0814,,,7054,34600,,,15881,4098.729,19378.38,368376.696,407734.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15721.62423,13693,6555.043263,4374,20840,3024,2513,2414.208969,69134.87646,,,,,,,,,,,,,,,,,,,,191141,32637,54671.239,6232,,,2164,,,,,,,,5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,18409.035,27074.439,8915.88,4734.249,116313.645,178236.332,65805.24951,19334,4335.958397,12547,13223,188679.12,657607.9079,,,7148,34485,,,16947,4081.386,19657.708,363720.249,404406.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17407.12184,13961,7091.868341,4503,21203,3126,2579,2357.105472,72228.09565,,,,,,,,,,,,,,,,,,,,192060,33314,55101.157,5367,,,2094,,,,,,,,5144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,19440.879,27850.767,9067.59,4810.917,118336.491,182033.644,69477.01216,19953,4368.852563,12488,13543,194294.57,675664.7227,,,6950,34005,,,17145,4457.151,21962.164,390624.165,434188.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19702.88582,14365,7084.692869,4656,23407,3355,2318,2328.553723,77217.13241,,,,,,,,,,,,,,,,,,,,188587,33823,54169.668,5711,,,1738,,,,,,,,5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,20191.311,28433.013,9324.33,5002.587,120503.826,187492.28,72087.40277,20661,4550.001046,13524,14972,200808.492,697550.2428,,,6997,35760,,,18309,4879.164,24161.872,435636.486,482986.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20690.93614,15735,7638.531623,4977,23147,3623,2556,2173.105314,80540.57308,,,,,,,,,,,,,,,,,,,,193979,34869,61263.315,5932,,,1852,,6385,,,,,,5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,21434.214,28853.524,9674.43,5175.09,125705.43,195798.9,80214.29431,20679,4747.596611,14410,15110,204626.998,726429.4769,,,7165,36885,,,19052,5173.995,25558.512,442362.465,492146.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21126.84069,15754,8042.379943,5069,24495,3850,2829,2173.105314,83339.32595,,,,,,,,,,,,,,,,,,,,182234,35698,63197.946,6252,,,2069,,,,,,,,5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,21528.018,29144.647,9977.85,5232.591,124982.985,199121.548,82149.29207,20694,4898.540871,14169,14873,196316.132,723087.6039,,,7052,38331,,,19697,4815.573,24336.452,406145.655,454994.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23190.12225,15639,8896.138681,5148,24469,3923,3101,2322.20889,86688.46982,,,,,,,,,,,,,,,,,,,,184844,35800,63627.864,6610,,,2153,,,,,,,,5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,21457.665,29694.546,10362.96,5462.595,130184.589,203156.192,88493.71519,21457,5005.523768,14271,15648,200808.492,746002.278,,,7048,38998,,,21307,4884.945,26920.236,455814.423,508926.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24352.53439,16886,8941.066324,5421,25195,3989,3140,2404.69172,90329.29243,,,,,,,,,,,,,,,,,,,,210241,37659,63556.211,6734,,,2430,,,,,,,,5286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,21762.528,30470.874,10678.05,5583.986,122237.694,210513.484,85285.02138,22438,5211.342875,15265,16177,207097.796,752720.7763,,,7225,37633,,,22793,5555.541,29224.692,460470.87,518044.103,682,6581,25851,15291,45028,19698,13795,126926,,,,,,,,,,,,,,,,,,,,,,,,,,26125.21291,17078,9951.854956,5682,25403,4058,3390,2484.002133,94172.07,,,,,,,,,,,,,,,,,,,,210439,40180,64559.353,7747,,,2509,,,,,,,,5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,22442.607,31182.508,11249.88,5743.711,134230.281,217633.444,90838.52467,23263,5414.472039,15595,16530,213162.482,787285.9097,,,7369,40332,,,22967,5861.934,31214.904,475474.977,535518.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26590.17777,18959,9682.790311,5993,25584,4145,3288,2655.312625,96897.2807,,,,,,,,,,,,,,,,,,,,209354,42442,68070.35,8243,8361,,2395,,7348,,2376,,,,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
