GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1917,2586.300411,3519.110622,3616.58147,1580.888924,2978.927153,2952.079072,3301.207982,3626.613315,2361.311572,3021.97612,3803.94711,5421.016218,3544.337137,,848.2078853,1212.489592,2073.422709,2712.209302,,4791.111111,5008.192708,4800.580887,5247.736874,5194.965523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2790.122292,841.9089072,2923.318082,1291.970803,1783.255191,1212.751826,2717.49226,1068.966435,1515.191668,,,,,,,,,,,,,,,,,,,,696.6568241,863.6593302,1665.063192,1147.709321,1118.352126,,888.2743363,,,,1033.563081,,,,1217.65873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,2554.813863,2861.279765,3458.597156,1369.8016,2395.5288,2983.157411,3391.50496,3352.219342,2242.881649,2820.044774,3798.273313,5459.314568,3437.732516,,1430.071174,1149.675703,2045.059666,2633.333333,,4601.550079,4910.849481,4440.594698,5658.984394,5521.863839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.876144,807.6644975,2925.875624,1252.075216,1796.447721,1204.85352,2827.507599,1057.472172,1557.637335,,,,,,,,,,,,,,,,,,,,607.020649,882.894017,1668.413329,1285.67277,1196.2772,,848.5431556,,,,969.4477086,,,,1107.457428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,2258.998198,3389.4199,3859.628357,1658.229387,2811.375116,2586.271822,2845.092963,4121.883909,2601.956788,2938.078902,4059.653798,4870.407917,3251.850971,,1274.204947,1173.227039,2044.094638,2489.884393,,4715.578664,5282.721339,4019.343004,5680.406493,5516.927389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3307.486119,895.2487423,2480.490215,1252.972259,1809.725017,1229.540056,3134.9739,982.7768625,1580.703516,,,,,,,,,,,,,,,,,,,,690.2391091,944.2263518,1827.214396,1212.412089,1264.728649,,872.0456398,,,,1157.50072,,,,1166.441398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,2412.310457,3961.993512,3991.989513,1845.529844,3226.921,2795.595625,2587.232613,4219.902161,2739.061063,3110.959837,4314.095857,4547.913629,3312.539111,,1432.631579,1229.225411,2177.185381,2536.357091,,4765.584173,5641.249799,3861.476245,5552.327364,5397.098088,,,1933.193719,1708.867878,,,1031.234906,,,,,,,,,,,,,,,,,,,,,,,,,,,3473.068669,963.1075755,2768.184623,1254.9493,1823.087248,1226.226013,2673.960613,1172.6914,1644.383125,,1623.809524,,,,932.4786325,1272.385723,,1273.611111,,1264.0625,,,,,,,,,634.9836387,923.3764276,1695.754291,1289.137529,1091.917994,,860.5213652,,,,1110.296192,,,,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,2650.13607,4056.306903,3826.054795,1884.452681,3074.625765,3077.82632,2528.100303,4431.396474,2442.899665,2820.037106,4208.121189,4439.151343,3315.711102,2532.622739,1918.108617,1289.902817,2212.41418,2402.01005,3132.125866,4910.822194,5128.087059,3357.010191,5322.733591,5160.427025,,,2084.645501,,,,1041.405568,,,,,,,,,,,,,,,,,,,,,,,,,,,3471.127329,963.3522829,2369.802825,1254.941952,1835.918093,1257.13686,2751.0699,1213.913368,1631.439875,,1553.488372,,,,919.3277311,1382.28005,,1252.702703,,1312.5,,,,,,,,,679.4175073,921.0635056,1859.502531,1235.364069,1168.521595,,887.7443212,,710.8689071,,1074.903261,,,,1059.012066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,2877.48943,4413.479197,4166.351595,2058.01433,3610.392314,3330.98546,2631.154288,4599.215017,2678.080112,3105.007536,4617.978528,4636.935184,3585.592519,2598.267821,1963.497453,1429.873088,2283.613834,2748.927039,3375.338579,5063.688554,4841.144172,3793.14554,5539.843679,5385.219537,,,2005.883968,,,,1056.73648,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.640028,1009.074347,2425.782725,1254.931947,1850.353625,1344.563869,3078.157711,1240.650823,1691.922453,,1690.697674,,,,950,1291.232373,,1309.090909,,1183.076923,,,,,,,,,701.0115979,925.5289065,1831.122481,1357.26465,1064.652716,,983.0905307,,,,1151.703624,,,,1086.454257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,2842.219624,4533.240341,4558.811085,2186.79926,3753.525677,2749.578699,2763.023097,4634.998601,2732.124831,3248.957812,4873.932761,4759.709615,3517.403431,2574.651626,1987.853577,1473.40511,2289.92539,2696.148359,3317.894758,5192.030893,5144.479638,3975.957649,6164.199035,5953.226812,,,2150.613646,,,,1096.019096,,,,,,,,,,,,,,,,,,,,,,,,,,,3897.858787,1045.595001,2884.600983,1255.030556,1884.102297,1414.936915,3169.96587,1420.252065,1788.911245,,1527.272727,,,,974.1935484,1405.339806,,1252.5,,1266.153846,,,,,,,,,671.2723214,929.8232202,1809.350484,1249.867934,1130.847837,,1001.02459,,,,1109.817412,,,,1065.610026,,,,,,,,,,,,,,,,,,,,,712.1135692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,3162.775831,4637.788374,4528.194158,2224.043704,4179.463508,3198.82929,2765.066269,4895.494906,2715.120822,3407.075237,5038.822639,4920.942046,3777.283197,2569.051581,2056.833333,1401.269841,2331.007295,2894.100924,3544.198457,5417.425675,5142.948889,3977.019374,6232.550673,6023.563281,,908.7771715,2352.787572,1912.062763,,,1158.118361,,,,,,,,,,,,,,,,,,,,,,,,,,,4055.262175,1023.920869,3061.679684,1255.013078,1825.036838,1524.038462,3397.196262,1630.026166,1822.191372,,1708.888889,,,,1017.322835,1503.903904,,1141.463415,,1321.212121,,,,,,,,,697.0729397,968.6353639,1836.317214,1338.429645,1128.590436,,1074.513766,,,,1060.056951,,,,1127.659574,,,,,,,,,,,,,,,,,,,,,846.1483391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,3366.93938,4665.552642,4378.379562,2328.194915,4166.378207,3531.678435,2920.887293,5030.976785,2863.155241,3414.061208,5387.538107,5144.494463,3954.696398,2572.864322,2139.644176,1446.064597,2450.520366,3031.892275,3709.44477,5553.087666,5291.581042,4340.275631,6282.418871,6100.309805,,922.3595531,2605.981324,2279.122368,,,1197.862162,,,,,,,,,,,,,,,,,,,,,,,,,,,3919.409547,1007.38494,3152.441654,1254.768571,1908.035827,1540.236686,3187.744459,2081.325287,1836.624768,,1665.217391,,,,925.3846154,1460.166468,,1329.411765,,1459.090909,,,,,,,,,698.2650828,990.9697319,1885.161755,1323.474576,1119.338716,,1114.871542,,,,1201.06356,,,,1186.920981,,,,,,,,,,,,,,,,,,,,,935.9840671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,3413.056338,4783.595105,4597.682503,2391.808925,4249.46851,3604.636178,2926.303036,5357.759336,2889.272777,3673.977573,5625.683113,4936.113636,3980.157693,2571.524739,2179.576299,1419.080068,2416.910916,3048.728814,3727.95621,5572.559367,4904.842776,4497.05714,6602.442214,6387.020615,,1169.358506,2575.373201,2162.109555,,1257.533198,1263.367212,,,,,,,,,,,,,,,,,,,,,,,,,,,3994.01844,1008.302911,2850.49023,1340.244591,1991.181767,1670.291262,3397.835773,2487.005461,1886.865791,,1802.12766,,,,1069.172932,1459.682166,,1295.454545,,1249.253731,,,,,,,,,712.9022277,1033.561964,1871.577781,1363.628804,1151.604826,,1112.077295,,813.5909777,,1316.493314,,,,1266.366096,,,,,,,,,,,,,,,,,,,,,1079.429016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,3505.434093,4923.259236,4657.92518,2557.117577,4153.970518,3941.099292,2838.142432,5504.198126,2985.56728,3779.9704,5891.547523,5314.938245,4138.356486,2653.026716,2220.173005,1647.598654,2599.903284,3171.126761,3885.186934,5543.794441,4682.730689,4846.996466,6576.498946,6384.993002,,1254.639188,2751.686999,2237.335762,,1241.32071,1225.253991,,,,,,,,,,,,,,,,,,,,,,,,,,,4155.636662,1059.803084,2759.779069,1423.838406,1874.786011,1673.804971,3797.263682,2761.048221,1929.366549,,1636.170213,,,,925.9259259,1539.312755,,1406.741573,,1255.223881,,,,,,,,,705.9620098,1092.224719,1869.766547,1365.948801,1191.449536,,1091.68242,,,,1251.21124,,,,1261.491683,,,,,,,,,,,,,,,,,,,,,974.4561404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,3657.268704,5139.470633,4785.467544,2707.235277,4431.465311,4089.994254,3015.536726,5719.598906,3105.901656,3885.025422,6170.792126,5356.965334,4298.476893,2737.092391,2234.327156,1470.312736,2583.931758,3294.035088,4017.049044,5451.77665,5140.875516,5171.589196,6569.345446,6401.886924,,1219.053516,2977.171898,2414.978578,,1224.54123,1314.242814,,,,,,,,,,,,,,,,,,,,,,,,,,1369.925976,4291.301697,1158.187008,3332.359364,1489.689314,1856.738699,1754.329819,3905.832321,3057.181269,2038.973641,,1685.416667,,,,1054.676259,1557.348703,,1547.252747,,1589.552239,,,,,,,,,705.929633,1130.274023,1992.371867,1391.852029,1189.878094,,1099.769053,,,,1389.481166,,,,1256.893543,,,,,,,,,,,,,,,,,,,,,1063.000829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,3698.529562,5054.21875,5075.355316,2716.817757,4709.997963,4051.406417,3093.243256,5688.790799,3387.390268,4144.937019,6331.734212,5503.31805,4392.848887,2823.970037,2341.992032,1610.0582,2738.905644,3365.990203,4116.570732,5262.976861,5262.242692,5065.4459,6898.722156,6672.528747,926.3050154,1180.346463,3042.373679,2475.819441,2117.323227,1152.417903,1364.167958,1942.011643,,,,,,,,,,,,,,,,,,,,,,,,,1385.863025,4367.067703,1137.441479,3455.4293,1504.703517,1757.214815,1907.524092,3847.477745,3426.482399,2053.435358,,1581.632653,1638.695885,,,1041.134752,1720.479179,,1498.924731,,1750,,,,,,,,562.4978195,727.7364155,1147.437249,2025.734678,1412.567882,1117.526976,793.4980926,1133.198107,,,,1682.344764,,,,1335.508908,,,,,,,,,,,,,,,,,,,,,1213.3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,3585.71544,4978.618252,5340.787691,2665.633807,4531.558399,3973.357507,2917.652466,5602.530441,3627.104572,4305.985973,6245.718341,5440.862469,4297.331608,2897.164332,2258.227051,1570.754717,2620.388142,3290.794979,4021.77854,4708.301128,4960.121232,4810.6045,6212.712707,6027.602668,,1284.414451,2925.810183,2403.680524,1994.283822,1218.815055,1318.456306,,,,,,,,,,,,,,,,,,,,,,,,,,1448.424908,4079.581957,1048.230458,2858.763916,1474.041255,1617.874818,1662.956204,4301.225919,3444.475267,1913.134072,,1626,1505.342716,,,1045.138889,1775.832863,,1563.157895,,1414.705882,,,,,,,,567.6216769,725.6153389,1141.0979,1850.391321,1381.688646,1049.136691,,1149.901381,,,,1635.848629,,,,1265.113019,,,,,,,,,,,,,,,,,,,,,1249.26313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,3287.686801,4860.409427,5359.240684,2580.597238,4235.260463,3651.513994,2876.668359,5185.049381,3323.45734,4247.074122,5942.767892,5138.415853,4052.411581,2971.70133,2134.47205,1631.096229,2528.870116,3100.76442,3802.775553,4353.608089,4475.120211,4003.692596,5691.366596,5492.118083,,1453.614628,2808.727669,2268.272996,1823.417419,1228.848407,1260.774388,,,,,,,,,,,,,,,,,,,,,,,,,,1461.545455,3711.655441,1004.232835,2217.67227,1447.738785,1643.020595,1504.040223,3500.287191,2753.992276,1762.458248,,1574.509804,1241.176471,,,923.9726027,1620.441989,,1563.917526,,1304.347826,,,,,,,,569.1640955,711.111437,1037.216065,1837.34094,1360.183608,1046.043777,,1135.994876,,902.3658553,,1548.415688,,,,1202.853166,,,,,,,,,,,,,,,,,,,,,1302.425201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2939.656952,4607.451991,5169.392173,2549.763631,3959.122862,3361.677521,2948.043516,5035.238828,3466.557562,4100.064767,5709.981229,5148.253286,3905.541745,2885.045778,2288.520565,1642.507909,2559.442608,3198.198198,3682.716467,4563.76349,4327.231827,3671.452659,4908.36578,4794.009208,,1444.102695,2679.741187,2192.35408,1657.618288,1144.489428,1127.741413,,,,,,,,,,,,,,,,,,,,,,,,,,1438.9928,3521.821986,1018.36542,1844.45583,1510.782751,1372.512648,1423.144876,3196.045198,2612.910754,1657.020667,,1421.153846,977.4096386,,,823.1292517,1380.107527,,1372.727273,,1173.913043,,,,,,,,582.9133984,709.1064199,1007.428397,1961.583284,1387.591294,1039.126796,,1175.405743,,,,1396.828844,,,,1140.981341,,,,,,,,,,,,,,,,,,,,,1204.619177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2833.170027,4680.509902,5290.528489,2701.64464,4239.12583,3555.787784,2905.597119,4956.462304,3533.552626,4207.063377,5966.190199,5277.460748,4034.178507,2800.135044,2394.780762,1732.102273,2485.946439,3087.016575,3788.050995,4842.406877,4575.999351,3370.406081,4776.915478,4672.056846,,1449.500751,2551.798337,2373.784835,1589.717594,1184.475946,1146.851285,,,,,,,,,,,,,,,,,,,,,,,,,,1493.114469,3621.314863,1075.715527,2236.347121,1576.679465,1501.021253,1557.892907,2750.416898,2831.015622,1752.031621,,1660.377358,1037.684729,,,922.147651,1357.591623,,1262.376238,,1455.714286,,,,,,,,578.608,699.8374679,983.1733098,2122.435623,1368.131092,1246.806757,,1113.949716,,,,1439.642325,,,,1150.042918,,,,,,,,,,,,,,,,,,,,,1341.61451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2851.586095,4623.796538,5402.070376,2988.37419,4191.730942,3858.211989,2894.220283,4804.907085,3638.015578,4535.036966,5952.194444,5607.508036,4178.980908,2881.85796,2418.211722,1783.920303,2555.792846,3198.210599,3919.219907,5059.862317,4767.835052,3691.029556,5113.607593,5000.187368,,1308.626305,2442.836645,2369.640869,1593.471487,1181.996708,1173.233517,,,,,,,,,,,,,,,,,,,,,,,,,,1630.137907,3844.818097,1142.319525,2655.490299,1525.569169,1573.922472,1740.335272,3220.88573,2994.886942,1866.498071,,1437.037037,1196.035775,,,939.7350993,1511.85567,,1210.784314,,1302.816901,,,,,,,,525.4088919,696.6029246,971.137036,2098.341636,1348.209974,1235.715735,,1144.578313,,,,1539.745462,,,,1259.707084,,,,,,,,,,,,,,,,,,,,,1351.125361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,2906.661441,4894.201014,5479.688769,3092.661913,4085.931187,4119.812774,3147.825545,4929.455774,3799.626701,4768.02307,5906.904212,5799.005291,4338.611294,2966.004712,2479.905785,1668.652993,2582.773913,3319.835278,4055.92588,5317.587641,4959.372599,3950.625,5466.837946,5339.999138,,1235.833679,2409.898015,2471.219116,1596.714061,1196.210448,1139.711121,,,,,,,,,,,,,,,,,,,,,,,,,,1863.869158,3950.009064,1149.986541,2761.24334,1676.538452,1660.348224,1873.085339,3355.567509,3180.65656,1937.170216,,1527.272727,1371.239043,,,1020.915033,1712.121212,,1134.615385,,1287.671233,,,,,,,,564.8278619,680.4242928,987.2001799,2120.468486,1227.37991,1337.150466,,1234.794362,,,,1364.417178,,,,1183.99186,,,,,,,,,,,,,,,,,,,,,1357.036762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,2994.704498,4913.320625,5574.760881,3278.775896,4243.998067,4450.741659,3129.637733,5189.67884,4035.127011,4991.052884,5908.253839,6035.168539,4524.578516,3052.241321,2455.271565,1522.792608,1988.835147,3461.696306,4158.38258,5515.848445,5839.802289,4124.205995,6203.883782,6010.860709,,1493.044483,2598.636471,2618.191909,1624.641666,1194.184808,1270.078589,,,,,,,,,,,,,,,,,,,,,,,,,,1990.644731,3911.963942,1235.103268,2847.455403,1744.447739,1768.434874,1931.43425,3458.973002,3448.986162,2012.542026,,1600,1573.093961,,,985.1612903,2305.445545,,1133.018868,,997.3333333,,,,,,,,597.357267,697.0084769,1039.384052,2244.421399,1363.642345,1436.884867,,1277.893147,,838.2352941,,1478.069297,,,,1174.659263,,,,,,,,,,,,,,,,,,,,,1587.744919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,3155.730422,4960.958543,5668.46359,3441.179537,4486.636728,4684.922823,3319.2598,5432.696825,4193.036522,5194.072658,6171.266746,6217.618516,4729.504905,2956.580733,2768.822601,1757.301244,1807.770635,3620.313565,4328.398744,5745.651221,6101.559546,4473.410458,6430.121478,6246.549825,,1566.512763,2881.534059,2542.862551,1915.499848,1130.447758,1273.455233,,,,,,,,,,,,,,,,,,,,,,,,,,2155.801458,4125.313665,1249.903068,3181.244397,1750.836756,1795.869902,1926.022487,3462.25924,3895.887661,2086.224208,,1801.724138,1779.435391,,,1064.968153,2206.280193,,1062.962963,,1053.246753,,,,,,,,579.7489425,676.1067673,1119.281195,2315.116291,1427.681038,1561.402359,,1258.468336,,,,1308.491861,,,,1246.618801,,,,,,,,,,,,,,,,,,,,,1612.2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,3559.49578,4832.349773,5762.390786,3589.443654,4466.211463,4993.596663,3316.092821,5249.601036,4262.209757,5370.970303,6389.521708,6266.451552,4833.206501,3052.434457,2676.816315,1747.32906,1790.221132,3696.804895,4412.458464,5886.326767,6462.177681,4545.909535,6126.465672,5998.703927,,1595.058315,,2655.400617,2182.335236,1241.921193,1356.441184,,,,,,,,,,,,,,,,,,,,,,,,,,2149.731032,4071.915168,1275.987842,3160.88871,1842.99481,1794.265415,1924.963925,3676.229508,4144.368583,2108.479298,,1876.271186,1357.723577,,,977.3584906,2224.170616,,1104.545455,972.4849527,1075.641026,,,,,,,,562.3081179,668.3727732,1119.74438,2449.274767,1440.190787,1618.555361,826.435247,1306.195965,,739.671725,,1361.436528,,,,1225.310174,,,,,,,,,,,,,,,,,,,,,1724.141984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,4095.905907,5149.617731,5992.95138,3407.697775,4793.310501,5406.243686,3521.489752,5543.976885,4440.631309,5736.958584,6360.415835,6262.40095,5088.256776,3052.147239,2637.64673,1748.977707,1914.645139,3890.921409,4638.446853,5845.561325,6459.654579,4768.131374,6560.752659,6390.090042,,1602.543329,,2837.775994,,,1411.775529,,,,,,,,,,,,,,,,,,,,,,,,,,2236.803393,4147.909463,1262.77644,3169.254805,1904.87257,1858.033621,1904.54402,3691.872428,4305.361156,2136.272707,,1867.213115,1410.940627,,1300.580431,1035.403727,2456.744186,,1115.178571,,1286.419753,,1894.106814,,,,,,,673.6339801,1109.166006,2816.056769,1508.325653,1439.305986,,1251.232394,,,,1609.366184,,,,1186.218212,,,,,,,,,,,,,,,,,,,,,1814.009248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,3959.214318,4561.75641,5116.283925,3220.41536,4042.167878,5402.505907,3505.190848,4831.35995,4038.092196,5179.987413,6396.620918,6856.004977,4991.876186,3052.062204,2222.93956,1615.114007,2080.405327,3823.767725,4554.045082,6166.139165,6300.441932,5368.24538,7009.637213,6837.844866,,1548.02893,,2626.40244,,,,1968.706774,,,,,,,,,,,,,,,,,,,,,,,,,2143.649538,4161.43383,1249.72029,3236.214804,1895.137308,1851.959006,1910.714286,3660.559796,4045.16641,2122.19019,,1762.903226,1208.059571,,1356.042174,1111.042945,2742.272727,,1160,,1372.289157,,1752.475248,,,,,1932.850716,,686.2849018,1165.458627,2874.290172,1506.964124,1599.859218,,1133.80161,,,,1278.064041,,,,1250.896642,,,,,,,,,,,,,,,,,,,,,1675.270748,,,,,893.9927838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.374613,,1958.332103
1941,4217.355523,4358.011721,4573.745793,3322.210967,3309.381894,5711.149707,3431.766185,4531.200089,4112.47314,5074.033495,6311.896333,7481.676373,5053.454826,3052.121617,1873.947297,1746.938249,2029.562339,3874.074074,4592.364886,6788.230066,6128.782689,6050.767304,8205.683099,7953.679124,,1566.676112,,2626.222762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4303.959694,1306.924339,3140.72371,1877.197193,1949.463135,1880.458015,3682.435833,3902.615031,2168.455105,,1942.857143,1598.705502,,1322.707595,1073.939394,2824.888889,,1137.606838,,1483.333333,,1740.545295,,,,,,,690.6586673,1181.620943,2872.703885,,1598.272274,,1058.98034,,,,1238.386748,,,,1276.54401,,,,,,,,,,,,,,,,,,,,,1507.85631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,3982.832375,3996.797987,4628.531899,3327.173409,2981.460838,5739.927154,3368.802543,4106.7286,3927.694536,5157.027363,6107.093794,7638.868347,4995.255194,3051.97435,1578.961711,1708.280092,2126.269956,3834.228188,4542.819743,7505.452112,6761.547895,7033.375888,9741.105188,9399.620458,,1479.47969,,2742.973147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284.201059,1229.283243,3225.682877,1831.601853,2032.045328,1806.51456,3337.810945,3346.601054,2116.460548,,1687.692308,1321.003401,,1360,1145.833333,2799.565217,,1014.166667,970.4944179,1395.348837,,1799.828179,,,,,,,679.4801918,,2818.216996,,1565.987324,,1079.850988,,,,1672.746781,,,,1322.726539,,,,,,,,,,,,,,,,,,,,,1556.72142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4064.656287,3906.600801,5079.951887,3696.72588,2860.141231,5889.647924,3039.307572,3980.51851,3820.17679,5344.067797,6001.443905,7743.701982,4993.021707,3051.934827,1326.983692,1806.357649,2187.592375,3832.107023,4540.940302,7702.832504,6927.995713,7262.758564,11518.17157,10970.5912,,1513.404062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182.167772,1367.949561,3256.110283,1791.587544,2051.389831,1804.161747,3330.708661,3574.887269,2165.639829,,1659.090909,1441.514961,,1494.131011,1234.911243,1834.615385,,1007.438017,1149.719776,1495.454545,,1795.969773,,,,,,,698.1741083,,2821.622643,,1565.576782,,976.6007905,,,,,,,,1284.148666,,,,,,,,,,,,,,,,,,,,,1398.184388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4152.13784,4112.138222,5543.104052,3684.57992,2421.769357,6083.747227,2463.276077,2649.173842,3587.542429,5441.006098,6088.587534,7405.391872,4776.354619,3051.970109,1116.007688,1892.682315,2271.452207,3666,4359.959033,7362.02709,6867.995768,7442.561135,12333.44966,11675.53167,,1387.187958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4578.966537,1385.924104,3255.812295,1862.597862,2159.496789,1926.001161,3704.622871,4309.057729,2294.155223,,1458.823529,1630.645494,,1474.188791,1151.162791,1741.422594,,1005.645161,,1447.777778,,1792.45283,,,,,,,682.8254438,,2658.972661,,1475.926149,,830.9926588,,,,,,,,1154.455138,,,,,,,,,,,,,,,,,,,,,1324.386833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
