GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byzantium/  Ottoman Empire/ Turkey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,(Centre-   North)           Italy ,Holland/     Netherlands ,Norway ,Sweden ,Switzerland ,England/GB/UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Montenegro,Serbia,Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (Java before 1880),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,Sao Tomé & Principe,Senegal ,Seychelles,Sierra Leone,Somalia ,Cape Colony/ South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Congo-Kinshasa,Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,Total World,,,,,
2001,21093.92267,20920.25112,23048.49108,20360.39156,20648.03442,19156.6899,19062.43992,22410.66506,25457.663,21096.05343,22692.35687,21567.35403,20425.3682,21747.22803,12592.43379,14127.25925,16118.69693,18250.35765,19611.15733,21662.02567,16933.89158,22686.64559,28726.09432,27632.91176,3228.523379,5770.035744,9219.405897,7035.298368,7398.946373,3224.56336,5007.213876,6156.207545,3548.746307,7827.549027,4747.154288,14009.78972,4330.285641,4982.402633,,5007.213876,9616.194599,8465.990586,9219.405897,5025.092565,2636.605283,6804.255783,13498.8175,3424.585349,6264.145633,2276.188186,8373.754892,7457.348968,2409.788156,5555.996646,988.4771325,2458.704056,3026.206059,3532.010232,4746.894829,7967.806307,5412.25528,10421.48726,5409.494405,7177.764251,3695.381389,8030.074449,8566.435314,6325.592131,2541.382381,6086.337382,2482.430979,3728.73134,4037.614656,2709.067607,3942.992013,739.5271139,1911.547405,3671.712985,1532.024589,5587.059621,2993.728223,14332.98593,12768.61489,3646.321428,7218.604639,5835.026855,3758.931478,1956.783203,3298.981318,20499.90795,2349.037515,15481.41891,6611.345258,16238.34083,885.8697337,1468.924838,21962.00275,7718.875526,1025.789231,1887.495331,20482.75804,3489.12323,3913.081759,506.5962946,1408.878805,1240.536078,1043.087925,1177.497871,1905.088685,3008.514242,1579.027491,5068.116901,4401.206278,1293.940279,16576.31004,4311.66932,9276.400106,3506.859336,7654.292957,9852.926282,8711.743253,6984.925006,6035.135495,12403.83429,2827.457049,3962.588163,5548.098051,3921.562692,2884.6339,741.1029994,1305.452868,4210.596327,1002.635522,492.3419752,1098.698276,1864.535112,568.25671,479.1300299,576.738977,1989.206126,1304.508066,1105.583195,3300.866061,10477.96189,588.5076804,3819.867408,916.7083728,1384.455036,610.1991654,666.6896296,1033.647945,1504.490691,982.8412302,2390.948058,714.9365344,567.8145437,895.149344,1103.75319,11232.36256,2966.385696,1650.594518,3660.279738,460.6442042,1097.746987,774.5143902,1235.44267,1343.445438,6149.20235,457.630727,835.3474021,3982.407492,2158.326694,2646.877638,563.0740175,601.2572305,4734.230959,800.2232398,203.4133202,612.6382181,1248.161,1211.469944,1547.493119,,6160.782052,,,,,
2002,21407.44277,21162.97468,23074.60709,20683.00071,20719.52566,19140.37835,19100.47105,22290.72528,25723.89259,21585.52542,22621.66764,22008.00623,20554.28871,22670.70755,12998.09692,14170.93849,16319.88388,18666.90482,19762.69185,22236.93527,17485.54434,23155.13657,28976.93019,27927.27558,3397.683995,6098.74181,9489.020097,7364.785944,7509.181903,3395.812347,5208.107118,6348.388299,3703.910109,8259.433526,4774.325829,14478.85633,4489.024645,5194.76968,,5208.107118,9828.631183,8845.189971,9489.020097,5807.805377,2893.067798,7177.060984,14488.67747,3625.610148,6849.655275,2258.94309,9047.944415,7994.740217,2627.304575,5851.726985,1076.049352,2433.160449,3214.964068,3626.984297,5016.940047,7038.063218,5481.246625,10532.65408,5476.339362,7146.148129,3831.403056,7121.273418,7695.538193,6226.37647,2551.181213,6162.140412,2509.863429,3879.984651,4111.501425,2718.936773,4016.325374,722.1451104,1915.287073,3673.2983,1509.708738,5614.718615,2915.789474,14329.96371,13209.4703,3676.488647,7214.939646,5759.069515,4197.145423,1996.515349,3399.230322,20516.84923,2381.905593,16497.60905,6967.344423,17001.34084,908.7514867,1624.131253,22194.9906,7952.335964,1003.716824,1903.988393,20786.41786,3587.939245,4125.416408,618.717327,1485.175642,1280.989704,1027.85408,1165.70751,2013.654345,3259.348089,1667.201564,5013.060255,4709.419725,1345.87152,16175.05189,4459.967724,9300.738809,3573.149865,7647.92474,9706.37957,8535.699406,7219.478482,6308.077947,11721.3035,2847.501914,3061.297009,5686.051972,4123.579463,2977.439739,825.4988259,1339.658492,4338.620884,1000.918557,498.9262333,1115.226749,1940.632294,557.0541359,510.5383435,572.6650072,2039.68207,1256.636693,1110.823037,3333.457651,11154.76492,581.1199964,3728.01773,860.2203646,1418.71032,616.4099309,619.5991359,1008.176869,1562.291488,1012.385836,2366.545375,608.527607,562.0830441,906.3437404,1120.126755,11501.41784,3026.343201,1764.046837,3703.322126,468.6935777,1295.532187,825.9120405,1255.235034,1317.496029,6151.001541,553.1665149,847.940553,4083.610569,2243.645748,2700.242155,585.6604435,611.3660646,4764.781085,834.0989196,204.2569568,616.5487173,1128.107824,1210.41509,1592.942441,,6303.476719,,,,,
2003,21554.85344,21294.78976,23079.65496,21053.13763,20789.04693,19087.57224,19006.70849,22267.40798,25863.90438,22049.97821,22516.48204,22762.76505,20702.25864,23206.34056,13742.04848,13980.06958,16553.18715,19081.9524,19932.21395,22666.27779,17880.94913,23406.98027,29458.92251,28379.32989,3627.058403,6496.743714,9876.490108,7664.11679,7804.247096,3583.425541,5393.938172,6618.785344,3836.192613,8702.758674,4897.312806,14849.96238,4714.262422,5338.492832,,5393.938172,10203.97831,9256.668162,9876.490108,6649.989506,3191.842735,7717.82633,15722.36289,4041.711598,7448.790583,2396.061986,9807.868477,8848.27449,2834.513713,6313.039019,1174.672589,2483.247906,3552.246518,3736.303072,5417.188961,7518.343329,5472.388031,10837.39235,5613.902943,7159.005577,3936.927389,7255.884426,6996.444959,6258.654894,2567.288217,6455.856927,2595.003112,3809.394107,4165.90639,2730.852378,4041.22025,711.4027485,1953.085612,3767.759898,1515.883584,5730.844794,2951.167025,14488.00619,15160.22544,3735.291866,7303.656001,5795.200838,4802.843061,2129.730535,3512.743232,20832.99785,2447.976403,16881.93815,7412.252227,17547.42141,939.7563729,1825.409519,22702.18393,8210.528541,1016.693271,1958.580715,21196.7877,3756.717209,4436.296647,668.4316346,1587.618948,1322.290044,1013.259657,1155.798538,2134.196108,3406.959716,1744.397963,4920.1273,5050.99288,1023.430557,16110.13845,4542.705408,10625.19819,3669.866409,7517.615155,9867.479267,9000.026382,6906.542008,6539.541513,13008.04191,2863.438644,2573.634544,5859.268937,4414.666101,3137.919557,824.9786914,1348.147925,4429.146043,1039.407932,477.3969374,1132.419108,2014.047436,506.5725727,564.8464281,570.0552053,2005.416705,1209.55114,1124.406624,3366.721519,12824.50782,552.6568567,3732.488483,890.1135527,1459.31422,607.0443644,603.7133149,1007.222369,1597.678313,696.7751298,2446.775584,649.1812795,577.5638253,946.6407841,1153.286738,12182.59727,3178.046747,1838.074211,3788.890962,484.4517487,1391.287278,813.6314228,1295.285275,1368.802493,5728.284318,572.2741092,860.9970537,4159.830978,2374.218938,2751.711124,607.3705391,625.8646943,4973.518886,860.9700327,210.0465026,632.4973112,941.779964,1208.957327,1631.875101,,6525.727203,,,,,
2004,22080.30327,21954.94807,23525.71863,21879.09315,21193.39975,19283.67049,19210.5197,22695.82597,26775.76204,22942.61217,22959.64717,23306.55958,21087.55673,23724.88976,14313.17874,14138.59742,16822.75066,19498.7544,20306.73844,23322.00788,18298.02547,23952.90863,30199.80086,29093.69883,3864.394503,7000.113062,10353.48554,8047.233041,8226.141997,3897.636288,5693.449909,6999.959442,4061.43039,9071.719604,5086.798555,15497.07409,5011.004255,5801.839116,,5693.449909,10693.03292,9712.014411,10353.48554,7371.516635,3485.470389,8642.733145,16832.60289,4294.080177,8109.691421,2537.255357,10753.65844,9532.423293,3078.61187,6800.699624,1272.178122,2565.447526,4014.231997,3970.634512,5873.856241,7966.885575,5713.413165,11485.273,5830.76357,7362.219117,4084.059556,8094.064997,8156.497871,6569.795228,2621.243102,6628.778555,2735.559887,3801.337526,4433.728793,2732.939035,4093.621918,673.3454766,2025.406558,3788.522687,1923.447169,5869.523196,2995.803067,14655.62404,16412.42938,3864.761431,7450.145415,6073.999992,5168.708601,2273.195249,3639.672996,21301.17825,2556.815429,17588.9313,7823.940976,18563.70121,981.6176907,2047.398362,24468.77448,8562.690121,1036.231562,2066.462103,22584.6922,3916.586535,4686.853214,685.1098159,1726.501053,1372.913541,1062.109697,1147.612691,2271.304091,3559.879255,1831.308669,4786.70733,5310.340488,1516.237204,16569.44602,4821.406743,11460.66734,3889.515026,7622.828091,10352.49741,9287.41847,7211.710583,7045.477852,13681.14996,2886.712818,2484.815019,6207.949792,4664.430508,3252.727706,885.2306488,1346.914791,4488.802057,1052.699604,482.556905,1147.631536,2084.966597,505.993413,725.4616712,576.457241,2022.694593,1199.681373,1130.86314,3430.086368,16415.94806,599.8341228,3685.836829,925.7848512,1504.197169,608.4499306,604.9349425,1023.586856,1659.691358,715.5293725,2508.530014,663.9963816,593.5130787,939.3619043,1183.184403,12640.62841,3290.703772,1940.392817,3992.233807,463.6886699,1497.486134,824.7245586,1331.623866,1410.728286,5495.962396,595.9318763,878.5423479,4306.177361,2477.879071,2803.620897,636.0713366,623.1780367,5215.76023,887.6379793,217.7640233,650.5411234,891.5411524,1229.251776,1687.875369,,6781.829013,,,,,
2005,22582.94694,22304.69039,24016.88591,22478.60414,21450.00068,19417.05702,19283.73317,23113.73627,27358.44887,23627.36773,23480.64037,23810.43167,21377.1459,24348.76012,14610.99983,14191.46506,17144.83906,19658.983,20596.58775,23764.61369,18705.72369,24484.34465,30841.6455,29711.20577,4116.775963,7512.794701,11047.39193,8378.728765,8528.652953,4068.761499,5950.237185,7333.280595,4253.776301,9460.70167,5287.009912,16092.70288,5327.052183,6180.810614,,5950.237185,11420.69242,10343.51249,11047.39193,8417.436052,4363.845957,9506.167024,18443.37492,4722.503955,8822.363349,2507.92959,11925.25674,10307.31353,3348.376703,7268.675928,1332.346691,2865.285607,4154.00606,4205.069763,6296.303854,8540.598227,5824.471363,12079.8532,6021.956302,7514.346218,4313.149559,8613.143942,8868.262445,6798.506956,2683.750802,6915.588545,3031.785273,4093.584776,4587.529058,2768.1764,4142.907095,672.4240619,2100.893679,3793.707558,1600.475407,5942.313788,3006.928043,14984.7915,17327.40501,3954.038168,7997.179609,6272.784922,5575.372779,2423.78814,3799.179352,21575.02347,2625.235651,18227.3189,8093.335936,19367.41319,1022.743769,2297.167751,26040.58597,8848.154042,1053.153391,2210.948429,23683.23223,4125.986081,4928.500691,757.7937736,1927.700489,1435.225613,1046.757251,1140.163636,2431.75152,3718.08633,1944.242692,4780.872539,5492.781617,1464.875081,17065.23287,5097.795604,12283.43364,3935.794817,7775.664985,9445.119271,9619.825727,7484.216488,7525.986459,14208.0507,2956.612223,2392.344498,6478.096598,4902.289342,3370.146567,1034.863019,1341.269004,4480.695782,1108.882478,469.5060924,1147.551165,2203.721257,510.1014218,757.5001665,583.6477388,2119.865638,1195.594725,1143.269499,3507.693109,17506.06454,656.4566716,3711.42589,944.7766453,1560.282091,614.2851056,613.7923671,1053.320755,1668.011431,729.4519049,2702.598168,674.9966082,592.8813139,967.3021875,1216.376544,12957.61819,3349.113851,2057.932528,4048.105954,484.997248,1536.920703,860.5038949,1364.576448,1450.742285,5745.893236,623.5444459,896.6633225,4490.400971,2520.196278,2864.982117,663.3631149,613.7047265,5370.576744,933.0633461,227.9619402,668.1623219,849.2912478,1254.939656,1734.137369,,7001.268384,,,,,
2006,23388.29081,22867.0218,24748.72584,23434.46745,21841.59189,20040.62032,19629.60635,23867.01078,27921.17454,24602.14715,24262.43554,24285.28265,21911.3453,24988.52175,15392.44353,14343.1628,17551.58552,20074.45957,21115.17645,24097.57345,18926.94024,24967.16721,31357.53959,30209.64461,4367.438231,8072.313235,11868.64031,8715.09625,9064.736446,4398.4171,6284.328236,7805.291721,4496.175051,9915.467467,5440.028592,16877.81741,6260.180116,6536.900814,,6284.328236,12229.25105,11190.05414,11868.64031,9549.273108,5805.474414,10502.3627,20436.83221,5183.107475,9669.759208,2561.681526,13345.73622,11145.37454,3550.965572,7893.474367,1393.915566,3142.257127,4491.686474,4474.829235,6868.153302,9101.152747,5987.808635,12648.00849,6339.936065,7802.888109,4595.636714,8968.144368,9602.283957,7094.723416,2758.741625,7415.135383,3387.871854,4466.781505,4717.54451,2834.553441,4270.370932,679.059979,2191.088346,3862.957677,1631.210762,6099.189021,3060.070671,15297.20502,19854.25101,4136.594381,8380.697655,6546.488834,6047.562203,2612.363477,3957.170719,21938.17059,2708.043098,19124.08454,8434.920248,20340.18013,1072.808455,2568.15625,27695.85602,9179.614939,1076.515918,2297.481137,25169.52792,4396.872369,5222.075588,790.1601047,2103.489325,1518.729506,1031.493916,1133.373677,2599.654463,3901.295379,2055.939518,4744.077678,5762.079371,1514.474302,17694.60221,5145.450461,12931.81115,3909.995075,8052.544358,10348.72787,9745.92036,7552.640942,7929.964441,14814.73355,2960.164602,2318.392581,6710.526849,5183.678824,3385.771851,1213.878266,1348.156581,4619.416583,1142.101003,475.3977346,1157.935899,2426.062025,521.2600807,739.5619526,572.775793,2190.301659,1178.996006,1173.617249,3669.00209,17243.35953,711.3389496,3675.00659,977.7261197,1619.275169,616.6453147,605.7888181,1086.957564,1799.813091,749.6766568,2817.606021,689.0747112,589.2289364,987.7306,1321.714165,13297.16577,3567.620809,2188.291505,4291.537609,494.91298,1590.056231,898.4070628,1409.876365,1447.076672,5813.816364,640.3150683,918.1433814,4698.274641,2764.894415,2953.357024,687.8270407,620.6857027,5618.719173,988.996604,233.662755,691.1682135,826.7980905,1275.198087,1801.314549,,7275.760662,,,,,
2007,24234.638,23496.54213,25060.28763,24651.34028,22202.17253,20546.93611,19841.53867,24756.36244,28555.95482,25376.7419,25025.24076,25002.1191,22433.47539,25623.67929,15826.62341,14631.41793,17848.9431,20414.10818,21606.58616,24911.57787,19268.63599,25300.08386,31654.92675,30547.9269,4647.313787,8666.200091,12733.01651,8735.562171,9684.485324,4685.649469,6690.268891,8292.566654,5041.035959,10473.1991,5766.802129,18287.8774,6930.019389,7001.020771,,6690.268891,12939.1098,12346.05966,12733.01651,10879.47437,7182.653623,11438.89429,22108.65485,5842.27938,10417.70178,2757.883304,14723.63606,12273.05451,3700.73869,8584.899925,1473.928619,3449.622195,4881.960988,4851.297016,7493.123035,9715.227196,6284.52609,13176.05189,6689.753199,7972.486518,4949.587582,9603.646232,10289.50876,7429.291229,2830.728819,7890.163534,3624.978059,4777.889533,4739.467957,2917.386298,4442.08033,689.47308,2280.136343,3886.30762,1652.288732,6410.067526,3189.683611,15313.92209,20801.29765,4269.253531,8753.369106,6841.69841,6303.024164,2810.008178,4156.348229,22410.06561,2829.254333,20047.7928,8835.171431,21470.4456,1123.548989,2843.314358,29299.61134,9589.806943,1097.352293,2410.407773,26783.06567,4650.713902,5446.743594,862.6235943,2281.135368,1594.14339,1016.33384,1127.18243,2785.327385,4024.242637,2181.792845,4804.691396,6053.746138,1497.031702,18338.2918,5213.359003,13425.08658,4152.335166,8434.1099,10781.85968,9769.899978,7527.379813,8184.536961,15152.48616,2970.227465,2247.191011,6885.127763,5400.757973,3427.711557,1445.395246,1368.299566,4728.178102,1152.475777,474.9416156,1170.434952,2598.993862,532.2811376,723.2697945,559.4468504,2099.76404,1172.201783,1208.765971,3847.23282,20361.37608,772.3969952,3801.020426,1010.448607,1685.937482,613.1118788,609.0522685,1128.998955,1888.23778,780.9930815,2960.618621,711.7687316,628.0613802,999.477065,1302.720956,13740.81315,3622.632821,2296.448607,4484.231243,492.3886882,1656.985758,943.0221058,1446.251007,1479.059368,6020.86299,665.7608894,949.5664314,4913.662026,3042.298873,3065.134776,715.8546454,615.4435464,5911.424528,1040.120687,241.2136785,714.2593927,802.649436,1313.937589,1872.452023,,7503.529537,,,,,
2008,24565.4845,23701.29614,24788.59996,24694.05787,22057.35045,20801.43744,19460.49585,25112.31153,28464.30801,25181.20391,25293.20404,24602.13363,22359.46058,24324.28598,15777.51002,14583.48904,17734.02915,20389.05948,21518.01692,25218.30189,18875.36208,25262.07114,31251.26649,30210.79095,5010.031778,9278.931469,13241.30855,8825.764834,10185.60338,5040.325355,6982.197688,8695.812166,5348.539152,10724.55588,6055.142235,18745.07434,7408.190727,7421.082018,,6982.197688,13350.31225,13037.08612,13241.30855,11647.33762,7870.788527,12638.33437,21432.20073,5996.858021,10638.79913,2965.256004,14332.6371,12666.73492,4036.529919,9038.485524,1555.824573,3913.184032,5027.617809,5236.523321,7877.624919,9971.923685,6542.011779,13479.08481,6839.710912,7977.506516,5375.591721,10405.44179,10672.10831,7639.176233,2949.908658,7990.361249,3763.655462,4959.572433,5004.960127,2940.418907,4491.117717,685.8302333,2323.1104,3833.368979,1673.867957,6674.924471,3294.68599,15074.16034,21314.37855,4359.955815,9043.383629,7027.888168,6724.7797,2951.612471,4353.709586,22175.12447,2888.333725,20453.78022,8922.890435,21554.06974,1174.221962,3106.554741,29810.23959,9880.324042,1133.881099,2457.323588,26638.21515,4882.224755,5658.906416,868.8580032,2392.221547,1669.179071,1001.308042,1121.631323,2925.947347,4140.386272,2267.429201,4860.098001,6013.001898,1597.501671,18748.95393,5466.899188,13657.77034,4452.734822,9362.3468,11346.99708,10011.94667,7555.624948,8126.93802,15346.4989,2991.042553,2178.121975,6931.352869,5596.058335,3447.419145,1599.10097,1393.839378,4768.837652,1182.091539,479.1160516,1173.894515,2735.37581,535.7387953,705.742475,549.3491852,2159.02136,1173.78838,1254.392844,4037.70757,22048.50606,834.0737662,3811.332641,1042.948745,1788.67444,627.6443534,616.6917911,1112.576804,1951.902565,801.5985188,2993.563377,741.5173116,662.246941,1017.907741,1299.210163,14529.24174,3782.256223,2399.486578,4570.853496,520.7162756,1710.975723,1020.02118,1484.154468,1493.667398,6108.897742,686.4424362,978.0653493,5048.08666,3048.035197,3150.20898,747.476985,605.5978888,6116.971728,1086.710042,248.9721943,734.2203085,660.7354466,1350.08693,1924.743099,,7625.860494,,,,,
2009,23622.58169,23020.27205,23275.489,22561.73956,21244.20731,19789.84544,18278.62558,24073.41548,27893.19907,23877.51514,24538.1947,23489.35501,21329.37536,22315.23799,15243.98483,14118.34418,16928.02262,19449.74931,20528.92922,25255.63884,18843.11385,24361.02142,29898.64422,28995.41612,5178.866904,8841.375548,12609.97962,8236.675304,10356.17541,4719.353965,6643.824493,8474.066717,5193.611515,9984.234095,5983.746784,17292.74053,7214.165362,7226.719022,,6643.824493,12734.71342,12376.81881,12609.97962,10004.59724,8509.496126,12678.31063,18493.06972,5789.484403,10630.07146,3016.971028,11865.09971,10817.61261,3836.148408,8328.212679,1588.146443,4104.257136,4313.175887,5607.166752,7391.168273,9580.694777,6456.963855,13210.08583,6853.822811,7391.759093,5364.624918,10650.09502,10176.2483,7398.199075,2994.66919,7777.786496,,5060.671233,4947.713939,,4422.395418,,,3691.410036,,,,,,4655.940896,9043.383629,6457.043571,7308.203137,3154.123685,4500.415689,20963.2003,2864.4015,20464.31804,8768.262043,21092.21134,1223.777388,3396.957171,28855.58896,9571.149882,,2458.569002,25825.73721,5011.014513,5929.66319,,2352.2919,,,,3046.268472,,2948.680436,4852.57944,6172.968465,1602.609169,18588.76232,5640.749189,12306.70989,,9541.807974,11484.21561,9858.681812,7841.251213,7632.860373,14070.68474,3020.320462,,6925.736683,5877.009476,3466.542581,1591.865397,,,1179.884963,,1170.981975,,,,,,1191.964717,,4140.679545,,891.3200094,,,1819.960353,,,1109.416624,,,,691.5543692,702.6231882,1031.316588,,,3925.687931,2495.316514,,498.1524998,1783.105782,,,1485.129978,,,,4943.150083,3119.913251,,771.7589683,,6243.827951,1127.333869,249.1461725,760.2574598,699.5601542,,1982.05465,,7478.107015,,,,,
2010,24095.67625,23556.8231,23512.63149,23290.48329,21477.4774,20661.44544,18520.42512,24302.61796,27987.20145,25306.37113,25033.23864,23777.15576,21792.97026,22013.13888,14690.73316,14279.04752,16797.42747,19872.49045,20889.04656,25584.48836,18886.1612,24941.23563,30491.34438,29564.48994,5374.99081,8945.50966,13020.09251,8352.683155,10762.46351,4652.637063,6692.710968,8678.444154,5233.028115,9849.493471,6141.002558,17529.42673,7324.412742,7337.158248,,6692.710968,13096.58577,12877.41463,13020.09251,10215.01955,8840.59342,13658.55457,19031.66121,6171.484276,11258.1654,2947.242038,11897.55948,11003.92912,4145.324179,8660.219749,1660.780925,4431.91594,4524.212694,6027.069994,7733.298318,10256.27514,6879.054862,13883.18456,7062.504707,7715.665029,5773.59548,11526.32749,9874.358774,7769.947943,3064.279984,7996.77801,,5379.087363,5049.554413,,4453.58391,,,3617.031734,,,,,,4772.311811,9043.383629,6767.035399,8031.944674,3371.600998,4722.036981,21934.90339,3023.656514,21700.85576,9372.209407,23291.9096,1276.230779,3708.939177,30724.62343,10094.48882,,2493.542982,29037.56145,5360.162536,6375.104026,,2449.888926,,,,3216.811928,,3108.399028,4929.192174,6455.866194,1609.747966,19170.78348,5646.672137,12348.23874,,9819.037486,12228.58838,10201.12639,7951.963103,8224.860843,13746.26125,3164.749551,,7231.371409,6306.657123,3512.580739,1600.006172,,,1234.090289,,1179.336742,,,,,,1194.903793,,4266.958116,,934.720704,,,1922.39113,,,1140.748004,,,,675.6577325,728.2376819,1058.509202,,,4026.887812,2613.026676,,519.461839,1876.107333,,,1506.857329,,,,5080.12159,3132.299089,,803.8524306,,6374.394715,1158.379138,260.0030947,795.3688777,749.7978863,,2034.292339,,7813.882441,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
