"Data Source","World Development Indicators",

"Last Updated Date","2017-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35165469345.6033","37166545438.345","38127991998.257","40211417218.6549","42184322211.8373","44387600972.1969","46715914918.616","49046887589.2256","50973409703.4485","53865017327.276","57104375046.5715","59735042222.1466","63161196828.3788","68893523505.1058","74070416696.5432","79341905251.759","87809092432.3976","93248887571.5902","96716438275.5545","94081372790.6714","96733789619.9518","99810455384.8477","102894542727.721","106492297809.092","108923928663.963","110237345377.561","109268322037.468",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2823463451.74062","","","","","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7637996007.82211","7950590842.04751","8896220373.47634","9171639937.838","9919467160.30495","10983874014.9683","11311467796.0077","11975012850.9882","12854965978.7752","13651936565.2011","15057380410.0088","16344183309.8332","17006193465.831","17455400607.0817","18994387710.2968","20804287170.6711","22901540400.1391","25304414337.3265","27393470558.2302","27410703462.3327","27616427706.0569","28242765356.4102","27540381055.3819","26384575778.563","25986506268.9773","26734921467.2497","27659903184.1759",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130288213386.059","118988268901.921","121084201607.207","124041850029.083","130367185873.276","141366056776.171","149966091329.284","151261078806.865","153024472851.204","157231356316.346","165438468106.292","179364921051.701","184989252901.495","197368173517.748","211909457611.559","223723506682.544","243192342286.088","268368924128.059","288526895682.91","287910098198.412","289714484401.557","302260233093.211","305309362168.598","320535090730.576","340575347849.521","355857682085.423","366607831341.742",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1542729712920.48","1675510167285.87","1746672161549.56","1771131932134.72","1853274307967.41","1924801299094.91","1975032194033.65","2020298604342.57","2081273866696.09","2164174489764.9","2242492373970.53","2350369292145.13","2419132839934.43","2475052481485.16","2594276782878.34","2636421032609.51","2822338605157.98","2997500125232.28","3122546169495.16","3036962790330.23","3210822959588.13","3427141297691.63","3503682457579.97","3647777961341.48","3810887355866.42","3920864425448.73","4028362431410.76",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1183577869.05462","1170659298.75413","1197129942.87944","1144466426.89912","1157866325.33094","1140783879.1902","1113803472.71361","1124416525.97426","1137748882.0186","1180331112.15181","1212214272.69512","1265228425.22441","1318290651.32916","1387604061.73444","1480315643.24524","1576376666.68129","1702795705.97464","1837267655.14433","1981958872.76175","2097512651.12169","2197162421.78165","2342710799.37195","2501397365.11718","2668882507.96505","2879670063.13128","3099860266.99976","",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308493758.545395","320699866.414852","334725925.386021","348450356.290358","360959440.59013","375764488.089394","392732372.605506","405409133.180993","430209503.197761","439777677.878927","451472998.060382","463946228.452767","462809797.472397","508325089.259059","539278200.028179","556139037.929171","590018816.432745","644008873.578286","703399601.421597","700450908.565489","713774229.095851","726828064.904923","732297845.762328","749859034.066696","795242573.371468","789634652.130595","807139183.633284",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93638777157.9509","98103996839.701","102303999648.869","104749234574.899","112683013213.242","118516002095.246","124799241677.806","131640704053.779","136782028366.527","141846322306.411","152926935607.728","158176357471.099","164720380732.307","165945673114.683","177981462285.741","185074447122.437","202903312336.931","212740486080.1","226767494179.349","223027792498.289","239009470493.86","247352304134.257","250524580732.023","262368103968.458","269789554446.185","278381497143.157","284813453895.961",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24455305077.6714","25507880423.3027","28832165827.5843","31650143260.9346","33068198060.3727","35612427285.8011","38848566911.4263","42676227450.2674","46163701817.884","50017651924.4117","54049495741.2957","56281394497.1075","60453077324.0351","61502328341.1341","64022542812.4299","72203618702.7507","82363583247.6438","91920694287.3284","96731892070.7885","98388692086.8735","107873359624.723","113515770428.131","118836739439.76","126482286400.92","138543060139.713","149893354989.615","161956544154.586",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171441653480.028","175022332967.485","182234276695.238","182652132992.449","184860366599.077","195887152590.144","207641164439.291","213518094862.413","226842921991.063","237684411606.06","252378337268.521","265895354317.315","285121071816.806","311750062356.411","334101382416.289","365224666420.558","382786519764.814","406228270928.801","423972500308.008","434165114774.563","455438685977.241","478284400071.873","503532962333.997","525826096307.756","555521133801.392","582629895328.748","612133180844.828",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2302823272738.25","2562985588736.85","2890801601597.56","3268058422582.29","3685943141707.02","4123108979393.43","4567246225259.85","4958133675947.39","5055955701411.55","5433934112283.13","5966529782998.19","6499000336421.19","7104842659824.98","7864318636489.71","8786276113765.27","9924371501109.27","11295625541827.4","12977150236874.1","14312288397370.2","15485211485159.4","17177125367959.6","18979250141127.8","20767734164104.4","22602532699970.5","24537987318595.4","26392418176758","28418548074454.8",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5384567535942.19","5840197328816.59","6242524151361.15","6741205869676.63","7116570020899.05","7499192842686.85","8059024775446.37","8556791252273.29","8812132845877.8","9190366556216.53","9837957157200.99","10246523197226.2","10614972923494.1","11394098549977.5","12496093537360.9","13775359246736.3","15207271894324.7","16697192760577.1","17794216248029.8","18401857084918.9","19961580147958.5","21513838550219.9","22778435978490.5","24206677441069.1","25850438492281.8","27336768490147.6","28968006377645.5",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5811083736792.46","6339434668647.9","6838591338035.02","7396054324528.75","8028544161426.18","8741063215111.34","9467099065917.87","10070663971555.2","10175047078313","10762933834844.5","11679689275492.3","12411339166910.8","13284130519234.9","14264747756113.5","15613742411873.1","17121451044710.2","18935823771005.9","21105180354607.3","22613323317451.2","23629423772479","25852686196287.7","27999560334999.5","30132238598943.1","32416747883445.2","34603915069533.2","36721916059726.6","39010582784300.3",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2524122747494.02","2462539011254.54","2260197852497.97","2173516694950.73","1970529586338.39","1970225105623.61","2005401802360.53","2092296935771.61","2109999074819.45","2178362774799.81","2432191744280.32","2578839025097.52","2757544629832.35","3047674374484.85","3414542853518.61","3834245677908.45","4592036216518.72","5122997799575.88","5894617492995.97","5719816299455.55","6153632189014.78","6984932972863.04","7358932247681.32","7653464682237.8","7885694925377.03","7775160150540.64","7840658353399.59",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9732832517311.61","10018495794620.4","10085239901837.8","10181861107149.3","10390403643406.6","10799687801754.9","11205740800669.2","11717901511980.5","12163418369759.1","12662812258385.3","13652440506722.9","14391199439710.6","15082621278575.7","15695100449548.7","16725048094187.9","17675009432483.9","19622085794043","21080822220314.9","22613880818508.9","22088504759154.4","23130400900742","24697644369195.9","25399908064915.9","26372190061742","27217738633601.9","27724782299816.3","28292725327244.1",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49347419555.7681","53178108421.8386","55540310861.2094","57983766614.6723","61739377828.1012","64446776915.9882","66759716909.3079","70841032128.5689","73948995262.5953","71522291124.6492","73948445630.6881","78670825175.3788","83150964937.2421","87118288144.7048","96863794836.965","105270798941.469","113283044857.005","118844885897.797","128879488764.204","130593880442.387","136848941123.964","150664137576.237","162096444039.91","172861925156.819","182982202112.975","185242693747.997","184924730509.135",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219273690233.894","229016589490.895","244618514813.383","257703318995.674","273644484445.704","292320638929.255","312506419454.632","335308788633.663","352628944674.046","379884406117.434","409384965326.463","433517053525.116","450606183930.473","474262994919.208","507234344114.975","547005144173.803","602453659313.735","662339380636.641","723669582166.874","763245439180.146","812316743803.415","843842460027.439","878427114733.389","912121545942.48","955524563562.67","1008030438487.87","1065179267160.67",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5281820353420.08","5605744783450.13","5814381529735","5912285696598.3","6187037207563.35","6473037997563.62","6698500073984.79","6985798091490.19","7327060875677.71","7639176786403.7","8136469430418.9","8571058043888.92","8932779427801.76","9116454117521.58","9535899758197.49","9921924787964.21","10771252554376.9","11447249041235.7","11951011244231.3","11699797653752.6","12061688000010.8","12557155125588.7","12706949496362.6","13147510660809.9","13530565242395.1","13962025283456.6","14317121102833.4",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2366643660.76838","2748954780.03629","3403238017.35414","3573524892.81938","3975668545.03797","4363516718.16299","4489058412.87515","4558369852.62054","4515614053.81925","5022891984.88903","5253276514.14117","5215746473.26768","5436965859.67402","5756383485.58679","5875729016.79974","6118169292.55981","5627900638.75158","5890463354.62194","6093233052.83288","6758835465.49469","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529623458645.159","561184760358.448","579310856797.413","586976830403.135","613755140826.503","643833197138.937","674815287029.367","715279436556.711","764647267628.338","803988041287.32","872912102310.026","938063469287.865","1009397665671.58","1056989992777.75","1124492854270.99","1209299968291.43","1368901238290.02","1473681698813.48","1537767509526.6","1503253696369.04","1489722704594.94","1498907060209.01","1496106340362.83","1519908120924.72","1564461186608.41","1611564911229.31","1686372919950.16",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9021773931.78484","9662625572.58983","10967584786.603","11584232684.0572","11633853161.7972","13151238235.6953","14334255340.133","15987498483.2749","17906970226.5905","19661077468.3544","22375658814.9278","25951775514.7477","29435505279.6359","30303860344.3689","27388722228.1383","28791082639.3087","32579424941.3604","34419815454.1773","36158609481.9534","37521416444.7972","38076810049.1855","38658097408.4301",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20262639542.1785","19442704016.8002","18161308671.0627","21037115182.0885","22170170866.8754","24019382187.6788","27497046128.6462","28844139463.7872","28148876686.4799","30054968063.2673","32605713536.1208","36117148604.0173","37227065857.9433","37148739297.1638","43350919345.4194","50034195897.6479","57158998047.7717","65402691969.5815","73880033925.7865","80993822423.1908","92272352852.6884","104704865663.231","115855054608.745","130184218085.79","146107687485.626","163027247316.103","177661171828.436",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7152146548898.91","7473430968538.23","7717467459034.34","7892677784558.43","8290721033762.37","8700056703498.77","9065132842531.6","9470473192075.07","9892875597409.01","10302676280475.7","11007046414602.8","11602471451977.3","12124553168089.7","12461606371782.5","13127105787361.5","13640839258246.5","14817326846995.8","15746426337152.8","16518643662376.2","16181143367912.6","16784802662178.4","17491187507857.5","17800549559762.5","18462755676951.2","19082900800255.8","19728378623573.2","20270384618201.5",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","471410092687.725","379444727590.254","414919395199.302","457332597861.416","485064948268.024","513432346741.015","559598123683.625","616794252345.898","705139430981.254","772490148874.869","810829458914.04","855638192318.244","866109270278.471","834666687780.2","989280331208.098","1090141351548.8","1204462949264.57","1304548011992.3","1409315187668.61","1487440019222.3","1602984365557.1","1554543207516.07","1689979175257.31","1819778987028.92","1915552010267.19","1983352034168.58","2127819755580.27",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90495172961.0247","87976901536.1207","86990843878.4392","88406379841.8443","93844504387.3298","99832255555.0153","102792188760.541","111860633315.959","121285577552.768","127941800557.842","138372003282.071","144404797730.106","148566373419.174","151089743334.144","162806011855.231","167840485836.573","181069017785.494","199323140559.435","212373304097.574","202176229224.415","208164128124.965","219213912532.236","219916455236.407","224594276070.103","226716922173.845","231648487729.909","236578866805.994",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2774422653.07923","2789366811.89667","3026981941.24037","3165011474.13986","3397217852.22647","3554774601.62554","3793413052.69508","3773454001.94199","3863992993.6636","4268359404.87682","4291273557.14878","4476848753.54102","4691032349.80812","4832419842.6333","5228458717.43898","5434468466.91606","5705195368.33607","5807206777.90726","5982274667.22611","5944159874.18806","6194534328.03906","6493459112.28588","6737627641.84703","7262738213.31093","7795411545.08963","8317644812.176","8592617448.92107",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1032204625984.06","1077644354731.77","1119841801453.93","1139461506100.13","1191004208463.51","1241196890540.71","1281488825462.23","1339949545923.62","1411612661936.27","1478039216097.89","1595459935807.92","1698364999780.09","1770065439591.06","1758832627983.42","1829067760911.26","1933507045603.84","2070453423185.29","2186192738946.11","2263191793839.03","2249679780208.56","2342745041035.06","2447562936718.01","2471783167377.51","2606140877208.33","2667963208201.13","2743455320638.65","2773931830825.35",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172033075.633526","190962002.81798","203143337.912798","224907310.810672","228465876.137366","249753044.277827","246399355.924271","235414748.794775","245003323.06471","252194779.254464","269703568.357233","280669475.478696","286687683.923815","297743296.709283","296044993.468043","312172676.390582","321237696.92237","322994367.962752","320900582.534694","326447976.598967","338796966.302391","352882555.847251","361410321.222141","354167613.755783","348240697.962441","365266872.380739","377062570.152841",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12001641596.8948","13159136565.023","13043199768.3319","13880536066.4572","14702249930.9114","15755410729.4266","16624602023.6045","17879440850.47","18702044099.5326","17292097219.496","17352568744.2113","18126978169.1535","18359414691.9645","19146335795.8852","19808459115.0494","21243355033.7114","21100167053.7848","22887539529.8412","22564432277.5681","22765426236.1614","24677227804.4222","26972900729.6627","28912213435.1906","31035665725.0882","32954439635.7922","34601145263.372","35849171818.0227",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958275743992.031","979091965433.822","1005014832181.05","1054721578504.21","1119017085674.64","1170987530774.17","1251022787136.98","1323746089129.08","1358787344516.24","1406969230620.86","1533015061193.63","1617453471554.64","1699798659761.09","1783357327710.56","1896674321927.96","1949434653393.99","2089011351731.46","2155566788650.57","2229260457950.86","2142488116942.54","2243316156497.52","2306167251137.31","2387347249420.64","2502075518376.18","2630349880063.39","2720256001673.37","2796731825410.9",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24849717235.3469","20259029237.1652","11417185093.771","8264002483.36731","7562125374.83524","7920562507.10104","8968454364.77203","10081491394.765","10507319051.8311","10974210429.5672","11430264970.6457","12252542746.2439","13121614734.7411","14863202459.6327","16166424574.3648","18288455454.4941","20619103698.4825","23780806468.0161","24808387589.3859","24084382901.6415","25902054123.0696","28345977228.4492","30701389989.3013","32253883092.4081","34349242811.7146","35718825783.6386","37181601890.1333",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18149263621.3552","19743884357.1549","20977364412.0993","22518079716.7271","23756204994.0153","25249013426.598","26893237983.2257","28501368103.3372","30164895559.1434","31974081280.314","33911619209.6488","36071808656.6473","38273705765.9341","41066824046.2628","44559025835.1028","48706349583.7286","53415669802.3783","57220916134.1767","63681669732.4916","67274583968.6695","73475667937.5771","85526138706.1051","95195498334.4671","103806530801.695","109876698978.979","115407835008.547","121107641524.985",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4388415282.02932","4652989513.41603","4914723001.6197","5285461170.60009","5612246486.41969","5993287212.23122","6374974320.35815","6820061667.77441","7145305327.3184","7531199106.30882","7895373101.35926","8370723311.90253","8938176089.0168","9230235938.63715","9705979390.77896","10318557934.5645","10901112899.4353","11387934426.9579","12184564690.8305","12242699027.9827","12632165581.4368","13396928289.8999","14181829674.1333","14742317065.1136","15066281200.7748","15243609966.2798","16247178968.5544",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","898897392.860308","957676028.587309","1012601223.883","1067919915.38302","1092330042.37527","1124946114.32954","1170952934.72325","1249352524.07653","1307113073.00722","1412051532.41931","1523613114.67192","1648718166.48433","1619622127.92721","1765405088.66495","1941832195.55859","1985439195.19683","2069441175.19757","2201657683.51716","2373579534.87366","2545856592.47423","2745086942.47825","2680483729.05378","2889890277.40354","3076956544.09722","3159527348.0857","3344123959.37221","3443182279.09587",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027435262.04522","1115776891.89658","1153764917.687","1206021538.00962","1271101271.99722","1354707277.17717","1539453011.45907","1667577858.24883","1212000918.58918","1243168168.41361","1340458501.12314","1401016270.41439","1408509232.77555","1444762892.08889","1525482575.1042","1641729067.132","1731252199.06811","1834290809.51581","1930259178.50801","2009327660.64571","2124006403.979","2370210330.32288","2370469704.78019","2428511294.42129","2534805314.32394","2684975036.93587","2871908454.91555",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275747981.913125","282013662.220897","388662508.719049","441812042.688532","526426574.620287","631378384.075246","1070950354.58969","2722904769.12927","3406837251.83247","4346684148.5346","5255304481.02618","8781778849.30642","10652011228.137","12380575097.8821","17554826862.7449","21154488252.9558","23484422401.5888","27793851199.0872","33383158833.8186","34088542632.2107","31425606407.2872","34166939303.2501","37688884731.5401","36714650894.6021","37112411420.4773","34087359593.0116","31190876536.6883",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135517219778.716","144368643567.457","148693495239.555","149795553609.393","156042980362.231","162642304237.344","171120830288.577","182757003454.011","193131757854.779","198711870544.202","210755176396.159","228231416081.819","246559427995.662","260839187352.927","278865832296.849","281028288404.685","314476206161.876","323504148095.216","341817992911.939","337613679843.313","313653326968.629","290296713794.743","279267183855.415","286168672044.05","287892477511.002","285216162755.777","287830201511.417",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450648639.488799","472100329.362311","478752208.44805","480541971.272668","499079980.797499","520338626.324854","553353111.33856","591052201.442698","667627079.779024","724672189.761732","777389914.792609","779013712.622926","818160829.060687","913449948.001601","932490517.71342","1090247224.12118","1078593823.55704","1175404170.04853","1209835049.71225","1138397889.09999","1146410372.78929","1179028540.57174","1186874682.8121","1234412548.70119","1348951639.92876","1448391592.94692","1494657886.25382",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30540958400.4155","32711970709.0043","35076451412.2481","37321284747.3492","39653013271.3296","42483221260.244","44538274519.7677","47277505397.2091","50177023737.0046","52904775441.3684","56061343668.2976","58676399100.9894","61880781025.4762","64712019569.5851","68587283624.8522","73102142991.2942","79401591855.0679","86653470298.2499","91252281018.5171","92428615550.923","96242501056.0396","102317810920.593","107297400116.985","113061302826.234","119889627491.825","126196431539.318","131777094024.981",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1363140177.74085","1492806454.77141","1646409059.39338","1824032364.39262","2021626681.80893","2166698382.78902","2380181810.59757","2571668066.8527","2555161731.53841","2671310481.70762","2694483154.02732","2817895209.62293","2891224156.31789","2919233053.92869","3098305222.9233","3135415507.494","3397519665.60307","3732803350.24739","3881258193.50481","4040516375.23554","4268627864.76241","4593641613.95101","4903585273.33195","5242960576.49202","5541811051.38966","5779251587.67743","6046379230.49876",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18224216968653.2","19156646105186.5","20050401676063.6","20840479471647.8","21996464424465.9","23149122594741.3","24339671167478.4","25605843590256.1","26622521279408.8","27901349244619.6","29838096059027.9","31058576821280.2","32255570835197.9","33550798934846.5","35675193860469.6","37661380125602.5","40361278349931.1","42630188929945.2","44016718324813.4","43156264070624.2","45086540891626.9","47102747936615.3","48684794473618.8","50629278510681.9","52430587185630.2","54128478982472.5","55579495021276.3",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99454290871.0665","108624201988.78","118027339781.887","128328624696.32","138970413354.177","145236546512.912","154185778811.247","164822231918.65","156809861591.241","163200579627.198","179705647488.519","184831764615.349","190778333276.137","200529717207.609","223969737243.691","248255920496.154","273878402941.597","299344198866.129","311710968723.977","306354744116.3","331082639351.235","354187869989.884","366845370110.61","384331658304.275","402019433864.798","416073961335.257","430169210836.561",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10158204331.5896","10837665415.9977","11708152669.6684","12733496747.1973","12835000625.7135","13635056695.4578","14383135403.6363","15359849531.0134","15977059164.7937","15915047568.9573","17212835066.7193","18084519376.3149","19051516027.823","20314967763.8835","22174477022.2463","24272830900.7515","26661586553.7078","29064956817.8257","30889137475.3709","30366907263.1603","31884663508.9003","33791210423.4101","35834494559.5723","37429721099.5672","39264968683.1528","41132328315.9283","43177487892.7138",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335566098608.29","350291121368.221","356604306492.954","369908385594.671","379900156563.569","406403830940.757","437081511574.314","463890978303.636","485220501041.134","508523584495.057","535645669306.007","572379388506.692","600960195170.717","640915554384.535","694551758818.287","762033681408.059","833967814694.649","913662125295.055","988345531520.979","1040201224418.69","1114124904455.71","1193570191918.32","1286972202417.52","1382860620509.87","1486275040656.36","1578641597365.03","1672707243366.71",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36707884623.9671","39526908836.2988","42828548630.2114","44241417191.6618","44395695503.0773","47564558953.964","50285469616.0947","54539973750.1687","58260771240.8977","62579027778.087","66004963614.9649","75190289086.5508","83267577316.7478","89785493346.696","86236764091.5533","84845416246.7282","88627319350.0855","90186285479.7103","92267957747.0369","93163750091.7875","94533783558.313","98410499024.0695",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10153768315.1834","10606881041.0179","10955929714.6708","11425067490.411","11786714052.5817","11929418892.2778","12082091567.1121","12367846441.7482","12260241654.4135","12883151162.3897","13577629100.885","14404994327.7916","14811519347.8814","15384147157.7422","14715922850.4628","15849403538.3438","16607051385.165","17589763725.4432","18407830516.6955","18831242030.8041","19353620065.1657",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85923187276.6753","85188990289.2236","86713401298.411","91168741667.159","94456532459.1872","96066328910.5991","100767764820.626","106543783304.557","111318252484.414","120933247181.626","134788298335.631","147463915280.689","156173612771.46","163724816976.045","171624619562.775","183601429716.63","190395016634.996","206647033626.984","206199745921.23","214666235884.906","226649222435.243","228145954859.058","241058456722.703","251538752174.277","260212333617.886","261948952240.903",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9747675082051.61","10195065375540.2","10657886225914.8","11435654456197.7","12073358830043.9","12829439096971.4","13771532868511.5","14719747882635.8","15224088054030.3","16070876165306.2","17380107919344.3","18449429058724.8","19564745751121.5","21146670540870.2","23448810427585.2","26066404506120.8","29476603889618.4","33054282041681.2","36093053624709.6","37605418682696.6","41121988973903.2","44978525045778.1","48088265205484.9","51263947427826.5","54630233958942.4","57286841991707.9","60468408008507.7",
